variant,rebalance,model,absolute_filter,core_share,tilt_share,cost_bps,full_total_return,full_cagr,full_volatility,full_sharpe,full_sortino,full_max_drawdown,full_calmar,pre2018_total_return,pre2018_cagr,pre2018_volatility,pre2018_sharpe,pre2018_sortino,pre2018_max_drawdown,pre2018_calmar,holdout_total_return,holdout_cagr,holdout_volatility,holdout_sharpe,holdout_sortino,holdout_max_drawdown,holdout_calmar,2009_2013_cagr,2009_2013_sharpe,2009_2013_max_drawdown,2014_2017_cagr,2014_2017_sharpe,2014_2017_max_drawdown,2018_2021_cagr,2018_2021_sharpe,2018_2021_max_drawdown,2022_2026_cagr,2022_2026_sharpe,2022_2026_max_drawdown,cash_exposure_mean_weight,annualized_turnover,full_cagr_alpha_vs_same_freq_ew,holdout_cagr_alpha_vs_same_freq_ew,full_mdd_improvement_vs_same_freq_ew,holdout_mdd_improvement_vs_same_freq_ew,positive_era_count,worst_era_cagr,median_era_sharpe,robustness_score
monthly_classic_6_12minus1_top3_ma200_r12_core050_0bp,monthly,classic_6_12minus1,ma200_r12,0.5,0.5,0.0,5.89645236464522,0.11806348468627026,0.1858511889707068,0.7105310068725134,0.9169735746092154,-0.3107850245361726,0.37988794621771976,1.465539268197309,0.10979316292430807,0.18359263895403283,0.6732530246316515,0.878967750532663,-0.255434694652788,0.4298287007313151,1.7971375080501786,0.12667207599276176,0.18810209674892409,0.7473695123568431,0.9542362765241831,-0.31078502453617196,0.40758745110647543,0.1264174974778649,0.7342308130131961,-0.255434694652788,0.09115684212108688,0.5968330343203073,-0.23906341976731238,0.024881970874252923,0.23737175196212604,-0.31078502453617196,0.22292965089028915,1.098596440877282,-0.2488139834367621,0.0787117004463893,2.9039115251835494,0.0032832794940322874,0.008152845866705727,0.04388333583969706,0.0438833358396965,4,0.024881970874252923,0.6655319236667517,10.815766459203932
monthly_classic_6_12minus1_top3_ma200_r12_core075_0bp,monthly,classic_6_12minus1,ma200_r12,0.75,0.25,0.0,5.767263268422963,0.11684224109386365,0.1844547289884631,0.7083245139326888,0.929180192790062,-0.329107422275534,0.3550276693426909,1.48851151988441,0.11098195120335563,0.18754555813216836,0.6688323219487392,0.8866139930894416,-0.25700635761105517,0.4318257035933407,1.7194020258091114,0.12299604597789782,0.18128058487064352,0.7497796165072381,0.9730952922840479,-0.3291074222755349,0.3737261381936358,0.12388892298943732,0.7203876324199584,-0.2549002524366758,0.096589931641615,0.6060837757866177,-0.2570063576110553,0.020026886473674343,0.2058831019383955,-0.3291074222755349,0.220484327945478,1.158328687643985,-0.23270533569484553,0.03934136156422066,1.631005494975388,0.0020620359016256806,0.004476815851841787,0.02556093810033566,0.025560938100333552,4,0.020026886473674343,0.663235704103288,10.742070930779958
monthly_classic_6_12minus1_top3_ma200_r12_core075_10bp,monthly,classic_6_12minus1,ma200_r12,0.75,0.25,10.0,5.583889248015512,0.11507051480169483,0.18444379075872525,0.6995086705384379,0.9176167143211108,-0.33088109047263836,0.34776999385889773,1.4529522091358804,0.10913763561335799,0.1875351443088188,0.6597848901101132,0.8746687937501599,-0.25809480646715544,0.4228587049358027,1.684067477341877,0.12129431202893803,0.18126907940633238,0.7412034945126237,0.9618726562842632,-0.3308810904726367,0.36657976391361313,0.12233719025897849,0.7130015549734038,-0.2568599165758517,0.09440154867963857,0.5949909964748553,-0.2580948064671561,0.01871429516560741,0.1979425640990592,-0.3308810904726367,0.21838900471614942,1.1491760482952742,-0.232733764861366,0.03934136156422066,1.631005494975388,0.000717830193553981,0.00314171926149176,0.02416644161581505,0.02416644161581538,4,0.01871429516560741,0.6539962757241295,10.688854458602451
monthly_classic_6_12minus1_top3_ma200_r12_core025_0bp,monthly,classic_6_12minus1,ma200_r12,0.25,0.75,0.0,5.937131413391438,0.11844356970362413,0.19212430100867828,0.6954279976157538,0.8781198514355082,-0.2964692819752138,0.39951380093916966,1.4261730060732773,0.1077330309880653,0.1846796031244843,0.6600503368671237,0.8410215797779101,-0.25964714488636587,0.4149209152105812,1.8592896697911403,0.12954677365806244,0.1993549563846678,0.7295043065043033,0.9164033749336291,-0.29646928197521416,0.4369652491312506,0.12786944047142512,0.7271821783232659,-0.25964714488636587,0.08511042602113772,0.5735443310891574,-0.24419251108822881,0.028954658466378014,0.26238410410511137,-0.29646928197521416,0.22456172318486223,1.0332328116399034,-0.2655121316333723,0.11812832469612242,4.165609983603311,0.003663364511386158,0.011027543532006412,0.05819907840065586,0.0581990784006543,4,0.028954658466378014,0.6503632547062117,10.797501381175417
monthly_classic_6_12minus1_top3_ma200_r12_core050_10bp,monthly,classic_6_12minus1,ma200_r12,0.5,0.5,10.0,5.567229194183002,0.11490725185821304,0.18582697091693287,0.6949639091976952,0.8967443847216735,-0.3130126085118141,0.36710103278116374,1.40403671951871,0.10656156164074271,0.1835693678766936,0.6570446638571565,0.8575882469468765,-0.25885874933961805,0.41165910718720133,1.7317507843631472,0.12358616234698117,0.18807691248689126,0.7324321477763701,0.9350998606603537,-0.313012608511812,0.39482806438551965,0.1238990762576806,0.7222329973810842,-0.25885874933961805,0.08709968094902276,0.5752017954135381,-0.24020654548149012,0.02251441932144882,0.2226883913388182,-0.313012608511812,0.21911822616437648,1.083182470116977,-0.24884079685876148,0.0787117004463893,2.9039115251835494,0.000554567250072191,0.0054335695795348915,0.042034923576639294,0.04203492357664007,4,0.02251441932144882,0.6487173963973112,10.719360490776577
monthly_classic_6_12minus1_top3_none_core100_0bp,monthly,classic_6_12minus1,none,1.0,0.0,0.0,5.554292295073818,0.11478020519223797,0.1880858186322828,0.6880683096844511,0.9142388432762099,-0.3546683603758697,0.3236268526197162,1.4946720512175404,0.11129910085312944,0.19629679776232387,0.649061409817554,0.8678685513433491,-0.27983797458467374,0.39772693830533856,1.6273162004901494,0.11851923012605603,0.17941626805235686,0.7326097875642879,0.9693665205190864,-0.35466836037586846,0.3341691658101455,0.12030051990015544,0.687249120809397,-0.25553847418701514,0.10139463300691531,0.6037445592682752,-0.27983797458467274,0.014394118815186374,0.1716934578340231,-0.35466836037586846,0.21722252231506278,1.2025974888342748,-0.21853505751000957,0.0,0.3940620233842833,0.0,0.0,0.0,0.0,4,0.014394118815186374,0.6454968400388361,10.570165499453816
monthly_classic_6_12minus1_top3_ma200_core100_0bp,monthly,classic_6_12minus1,ma200,1.0,0.0,0.0,5.554292295073818,0.11478020519223797,0.1880858186322828,0.6880683096844511,0.9142388432762099,-0.3546683603758697,0.3236268526197162,1.4946720512175404,0.11129910085312944,0.19629679776232387,0.649061409817554,0.8678685513433491,-0.27983797458467374,0.39772693830533856,1.6273162004901494,0.11851923012605603,0.17941626805235686,0.7326097875642879,0.9693665205190864,-0.35466836037586846,0.3341691658101455,0.12030051990015544,0.687249120809397,-0.25553847418701514,0.10139463300691531,0.6037445592682752,-0.27983797458467274,0.014394118815186374,0.1716934578340231,-0.35466836037586846,0.21722252231506278,1.2025974888342748,-0.21853505751000957,0.0,0.3940620233842833,0.0,0.0,0.0,0.0,4,0.014394118815186374,0.6454968400388361,10.570165499453816
monthly_classic_6_12minus1_top3_ma200_r12_core100_0bp,monthly,classic_6_12minus1,ma200_r12,1.0,0.0,0.0,5.554292295073818,0.11478020519223797,0.1880858186322828,0.6880683096844511,0.9142388432762099,-0.3546683603758697,0.3236268526197162,1.4946720512175404,0.11129910085312944,0.19629679776232387,0.649061409817554,0.8678685513433491,-0.27983797458467374,0.39772693830533856,1.6273162004901494,0.11851923012605603,0.17941626805235686,0.7326097875642879,0.9693665205190864,-0.35466836037586846,0.3341691658101455,0.12030051990015544,0.687249120809397,-0.25553847418701514,0.10139463300691531,0.6037445592682752,-0.27983797458467274,0.014394118815186374,0.1716934578340231,-0.35466836037586846,0.21722252231506278,1.2025974888342748,-0.21853505751000957,0.0,0.3940620233842833,0.0,0.0,0.0,0.0,4,0.014394118815186374,0.6454968400388361,10.570165499453816
monthly_long_6_12_top3_none_core100_0bp,monthly,long_6_12,none,1.0,0.0,0.0,5.554292295073818,0.11478020519223797,0.1880858186322828,0.6880683096844511,0.9142388432762099,-0.3546683603758697,0.3236268526197162,1.4946720512175404,0.11129910085312944,0.19629679776232387,0.649061409817554,0.8678685513433491,-0.27983797458467374,0.39772693830533856,1.6273162004901494,0.11851923012605603,0.17941626805235686,0.7326097875642879,0.9693665205190864,-0.35466836037586846,0.3341691658101455,0.12030051990015544,0.687249120809397,-0.25553847418701514,0.10139463300691531,0.6037445592682752,-0.27983797458467274,0.014394118815186374,0.1716934578340231,-0.35466836037586846,0.21722252231506278,1.2025974888342748,-0.21853505751000957,0.0,0.3940620233842833,0.0,0.0,0.0,0.0,4,0.014394118815186374,0.6454968400388361,10.570165499453816
monthly_long_6_12_top3_ma200_core100_0bp,monthly,long_6_12,ma200,1.0,0.0,0.0,5.554292295073818,0.11478020519223797,0.1880858186322828,0.6880683096844511,0.9142388432762099,-0.3546683603758697,0.3236268526197162,1.4946720512175404,0.11129910085312944,0.19629679776232387,0.649061409817554,0.8678685513433491,-0.27983797458467374,0.39772693830533856,1.6273162004901494,0.11851923012605603,0.17941626805235686,0.7326097875642879,0.9693665205190864,-0.35466836037586846,0.3341691658101455,0.12030051990015544,0.687249120809397,-0.25553847418701514,0.10139463300691531,0.6037445592682752,-0.27983797458467274,0.014394118815186374,0.1716934578340231,-0.35466836037586846,0.21722252231506278,1.2025974888342748,-0.21853505751000957,0.0,0.3940620233842833,0.0,0.0,0.0,0.0,4,0.014394118815186374,0.6454968400388361,10.570165499453816
