0,equal_weight_10bp,slot_gate_top3_core050,slot_gate_top3_core075,eligible_backfill_top3_core050,eligible_backfill_top3_core075,slot_gate_top5_core050,slot_gate_top5_core075,eligible_backfill_top5_core050,eligible_backfill_top5_core075
2018-12-25,2.004162903836798,2.0209915304692343,2.02042131936196,1.930091403939932,1.97411552736808,1.854241922772986,1.9341983964271494,1.8240028920022138,1.9180132508036958
2018-12-26,2.0273979052103828,2.0398754329912805,2.0415287699632096,1.953304723006369,1.9974326564838423,1.8713145590950833,1.954264600378015,1.8432794869065514,1.9392510387494024
2018-12-27,2.125687806351599,2.117028940748052,2.1294277332756306,2.0439823425836434,2.092202332561697,1.9393386253928926,2.036912876227202,1.9209351285829588,2.0270153793683865
2018-12-28,2.1137934718852116,2.0983766953514476,2.1140450018715065,2.0179669978548236,2.0729981459802302,1.9227112837721894,2.0224374289963447,1.9044646005827293,2.012617663489425
2019-01-04,2.0915326603355506,2.0958643991441384,2.1017655739389953,2.016111181140241,2.0611467339865603,1.9177313236288778,2.0092811575836285,1.899771790064294,1.9996323143579402
2019-01-07,2.146245941003381,2.126351016283683,2.144542285872176,2.045437701365155,2.1030967407737204,1.944501958541902,2.049586286076669,1.926291718264474,2.039743892105456
2019-01-08,2.154018801651937,2.1304367631023355,2.1504963561053665,2.049367974644169,2.10893574230997,1.9481704424786646,2.0552416849839146,1.9299258468879652,2.045372133012822
2019-01-09,2.177565058651506,2.1479462139981487,2.171106460642593,2.0662111443363926,2.1291475348051776,1.9621011321342061,2.0738496847857295,1.9437260757822084,2.0638907746518167
2019-01-10,2.1612001000837084,2.1425636348764834,2.1601850809949825,2.0610333866746884,2.1184372223562438,1.9561450584994033,2.062868785084033,1.9378257807140062,2.0529626067339715
2019-01-11,2.1714247165066767,2.1528116272938673,2.170460824871174,2.070891415708134,2.1285143766270695,1.9636462465870068,2.0717096891355236,1.945256720254499,2.061761055553727
2019-01-15,2.1848146026327293,2.150778647817921,2.176169171436334,2.068935796511511,2.134112403364748,1.9649855756476615,2.0788429806081763,1.946583506512665,2.0688600919840514
2019-01-16,2.1752116623999624,2.1482233190555173,2.1700629481116556,2.0664777048088827,2.1281241892562326,1.961821697096275,2.0725728739886344,1.9434492576504523,2.0626200952749874
2019-01-17,2.1843375079842264,2.1568905526098656,2.1789940138305814,2.0748151270608237,2.136882652695656,1.9682535484751078,2.080325805042544,1.9498208748091432,2.0703357956924595
2019-01-18,2.20635615520245,2.170239620847531,2.196750528154486,2.087656227726855,2.1542960036228536,1.9796200358953342,2.096856730457363,1.961080915194887,2.0867873373400534
2019-01-21,2.22273402808592,2.178180351130346,2.2089610735336374,2.0952947920901503,2.1662705673137337,1.9869829140279371,2.10858081507986,1.968374840051645,2.0984551213029534
2019-01-22,2.207452304730803,2.169736860170991,2.197049196266221,2.0871725984320286,2.1545888996578255,1.9795450304950977,2.0973439586353435,1.9610066122194303,2.087272225781613
2019-01-23,2.1909137347638072,2.159090035550348,2.183401052389999,2.0769309138220495,2.1412045205794623,1.970667025933518,2.0847489570217976,1.9522117500766794,2.074737707090299
2019-01-24,2.1962883459224525,2.160617914585345,2.1868675962146917,2.078400652993699,2.1446040697828,1.9724914370370068,2.088286334743848,1.9540190755894784,2.0782580978401968
2019-01-25,2.213347246154,2.1692302346907604,2.1997570616305993,2.0866852513995773,2.157244432663538,1.9803479080652227,2.1005961201856294,1.961801970849602,2.0905087700068545
2019-01-28,2.195826705623791,2.1542182436217288,2.1834268017391847,2.072244506541365,2.1412297722952744,1.968893333646881,2.086179655887368,1.9504546683995487,2.076161535544028
2019-01-29,2.1997947529442126,2.163861418250559,2.1902556954319583,2.081520732712682,2.1479266904036165,1.974915141452616,2.0912402962178644,1.9564200820388673,2.0811978739867643
2019-01-30,2.18979026354262,2.152002310941116,2.1792827279606715,2.0701128959963975,2.1371657871201943,1.9665698111861138,2.082062907147315,1.948152905702054,2.072064555995082
2019-01-31,2.2121995507683523,2.1580137774174237,2.193556387040155,2.0758956101752744,2.1511635926597426,1.9739795586459081,2.096708656802209,1.9554932609552498,2.0866399747548647
2019-02-01,2.202326443349104,2.147400608471182,2.1832725701131275,2.0656863005517194,2.141078521358316,1.9663399856717914,2.087963472849008,1.9479252325012424,2.077936786372381
2019-02-04,2.228569908872667,2.1624745613422185,2.203943657890487,2.080186649400475,2.1613501185281208,1.9793080490211643,2.1072889036231586,1.9607718500744937,2.0971694137819528
2019-02-05,2.2304606643381675,2.1678471940674338,2.2076120473165166,2.085354839152584,2.164947612453326,1.982597459696436,2.109931624384598,1.964030455453579,2.099799443836459
2019-02-06,2.2315001369201957,2.166295232842062,2.2073383437670167,2.0838619341819924,2.164679198514052,1.981930414170544,2.110070219621822,1.9633696568019827,2.099937373520378
2019-02-07,2.2058020025735505,2.151140268670469,2.186896380266286,2.0692836567282575,2.144632297552191,1.9690152218117474,2.0910313659904745,1.95057541508304,2.080989947070932
2019-02-08,2.1619704206831205,2.126987032853061,2.1528918424695496,2.04604951581147,2.1112849333696526,1.9479182085116307,2.0590526633042225,1.9296759750893648,2.049164810493443
2019-02-12,2.2006263459352247,2.1505675985157358,2.184039822811813,2.0687327781969294,2.1418309460880995,1.9677763773043415,2.087920183873491,1.9493481723413446,2.0778937052764515
2019-02-13,2.222688353682701,2.1591251031190777,2.1993256178521152,2.076964646976466,2.156821326991836,1.9764175567312239,2.102966196920927,1.9579084272142802,2.092867465309162
2019-02-14,2.225261526325959,2.1611048895908196,2.2016075022455057,2.0788690973042536,2.1590591115588165,1.9779647615524012,2.1050074248872344,1.9594411424786697,2.0948988910192936
2019-02-15,2.21039776976664,2.155984670432983,2.1916370465922124,2.0739437161115495,2.1492813454934843,1.9724974491411311,2.0950587307903272,1.954025031390311,2.084997971913596
2019-02-18,2.2490258947654156,2.176407268489357,2.22116588660876,2.0935891799622657,2.178239509483416,1.990615633761817,2.1229892695746533,1.971973539403635,2.112794384426483
2019-02-19,2.25964627406461,2.1865133735729785,2.231567597001603,2.103310720852596,2.1884401958348927,1.9980645060955295,2.131978513033112,1.979352653126719,2.1217404603070644
2019-02-20,2.2673512390304675,2.194675559188951,2.2395360157208075,2.1111623135842743,2.196254616444773,2.003924765433725,2.138742308995819,1.985158031198188,2.128471775595472
2019-02-21,2.26559666064057,2.193383175053256,2.2380093299746475,2.1099191081042985,2.1947574355133983,2.0029014023715783,2.1373672454701276,1.9841442519202956,2.1271033153131023
2019-02-22,2.2560679441020746,2.187638445991282,2.2303658446242816,2.1043929812712854,2.187261668591755,1.9980436524108873,2.130271184497395,1.9793319947366128,2.1200413305967403
2019-02-25,2.2686742085963703,2.1952394585535195,2.2404784371379307,2.1117047550773447,2.1971788245724677,2.0044708193600815,2.1396593584528336,1.9856989713352993,2.1293844212554336
2019-02-26,2.2636749919235832,2.1954916103606426,2.2381286366493462,2.111947311837168,2.194874436460577,2.003716647295687,2.1368891405860735,1.984951862084312,2.1266275063541626
2019-02-27,2.26978885040486,2.2001075755974466,2.2435056553227617,2.1163876273124798,2.200147538568023,2.0073444538187752,2.141713426945587,1.988545694237678,2.1314286258300457
2019-02-28,2.251897790405901,2.1870199066603893,2.227984371278248,2.1037979790080197,2.1849262197338435,1.9969591589109188,2.127718595863545,1.9782576575068027,2.1175009998430054
2019-03-01,2.2610967957924792,2.1895994957900573,2.2338582444521786,2.1062794079063756,2.190686574103722,2.000019254458759,2.133707203625609,1.9812890952922,2.1234608494906473
2019-03-04,2.275255359637296,2.1912056177082215,2.241671538393408,2.1078244126112637,2.19834886788583,2.0034042397665774,2.142193265187852,1.9846423802484092,2.1319061598233726
2019-03-05,2.264528583338423,2.1848599514923785,2.2331357947638972,2.10172021588233,2.1899780865188387,1.9980288510929276,2.134264700121245,1.9793173320328399,2.1240156688117797
