0,benchmark_delay0_10bp,delay0_core025_10bp,delay0_core050_10bp,delay0_core075_10bp,benchmark_delay1_10bp,delay1_core025_10bp,delay1_core050_10bp,delay1_core075_10bp,benchmark_delay2_10bp,delay2_core025_10bp,delay2_core050_10bp,delay2_core075_10bp,benchmark_delay3_10bp,delay3_core025_10bp,delay3_core050_10bp,delay3_core075_10bp,benchmark_delay5_10bp,delay5_core025_10bp,delay5_core050_10bp,delay5_core075_10bp
2009-06-04,1.087643128406254,1.0219722415047596,1.0439062688047132,1.0657983754453775,1.0426284313497807,1.0106752927582137,1.0213391468434665,1.031990443171737,1.0305361511658617,1.007668531472166,1.0153142074853212,1.0229370377527356,1.0197736698598014,1.0049465424820456,1.009891157979592,1.0148335268286999,1.030877066305593,1.0077252495092637,1.0154465103966168,1.0231637826620594
2009-06-05,1.094370531202029,1.023548858237478,1.0471296841267177,1.0707387408195117,1.0490861022478468,1.0122384196854348,1.024499607758967,1.0367824265114063,1.0368809952805025,1.009214336251632,1.0184327652363687,1.0276552819858082,1.0260476096931517,1.006492222256297,1.0129977278738056,1.019516186822068,1.0373756677321593,1.0093511195733802,1.0186974373865332,1.0280389534394592
2009-06-08,1.1040309583761936,1.0258128509833204,1.0517584494787593,1.0778330149932778,1.058318837915239,1.014473271532397,1.0290182183664973,1.0436336761641198,1.0460137907036227,1.0114393741816212,1.0229216304379236,1.0344467426676451,1.0350583140962517,1.008712145289922,1.0174594192141544,1.0262414768537271,1.0463646007325427,1.0115975361697358,1.0231922144130465,1.0347821661207415
2009-06-09,1.0947442700820103,1.0236364467154886,1.0473087600151,1.071013201362113,1.0494016811038738,1.012314807877912,1.0246540558031574,1.037016605156355,1.0372227816155777,1.0092976062170984,1.0186007568221653,1.0279094460559213,1.0263905552058565,1.0065767120596325,1.0131675389069719,1.0197721499449068,1.0376850122079526,1.0094997371902272,1.0189485275583632,1.028344531900157
2009-06-10,1.1189969857979394,1.0293202504912355,1.058929377631165,1.0888235333117546,1.0727249970536417,1.0179603887334017,1.0360687639297654,1.0543239197007677,1.0602225428096765,1.01490107576466,1.0299053818449595,1.0450128592612504,1.0491215792777078,1.0121768429325995,1.0244229090447103,1.0367378301804313,1.0605751893368598,1.015032141184466,1.0301401576118057,1.0453221325298196
2009-06-11,1.122171335068371,1.0300641827823716,1.0604503577755575,1.0911546625301358,1.0757642048321514,1.0186960514190662,1.0375561883509976,1.0565791961418098,1.063199678027336,1.015626400101306,1.03136867518065,1.0472267593694322,1.0520638873566137,1.0129017249378438,1.025879806295915,1.0389338710566949,1.063512318635941,1.0157420258557082,1.0315761999958084,1.047500595717617
2009-06-12,1.1355600723916988,1.0332019326592163,1.0668655320025882,1.1009868750917338,1.088624471078047,1.0218089738298715,1.0438501555528965,1.0661222934236019,1.0759194590961756,1.0187253412281025,1.0376205816305377,1.0566856259057293,1.0646267821546203,1.0159967836905763,1.032100380895021,1.0483103978379695,1.0762547369321425,1.0188217838445242,1.0378063148068122,1.0569516230150777
2009-06-15,1.1362176913186135,1.0333560505313582,1.0671806281830023,1.1014698070454951,1.0893003899006706,1.021972584972176,1.0441809582609738,1.0666238661714404,1.0765784056130518,1.0188858814489175,1.0379444607882602,1.057175641191681,1.0653004713942693,1.0161627572031564,1.0324339611915399,1.0488132170766395,1.0770756908810286,1.0190202029690387,1.0382077015167142,1.05756052298999
2009-06-16,1.0965672710655907,1.0240636805145826,1.048182245590573,1.0723519484551147,1.051224151916248,1.012755950395991,1.0255459946868613,1.0383689889968737,1.0390357570404487,1.0097393043937886,1.0194918533505488,1.029257636915861,1.0281870640410549,1.0070193091269601,1.01405708844209,1.021113004379882,1.0397078482307553,1.0099886432405916,1.019937547097115,1.0298448655123014
2009-06-17,1.1064642990462419,1.0263831224139552,1.0529243775252288,1.0796199738471952,1.0606732250848065,1.015043168332644,1.0301704834395908,1.0453807741921533,1.0483591393731924,1.0120107753252001,1.024074394026791,1.0361908245764833,1.0374201535708205,1.0092940200931297,1.0186288947911528,1.0280042752725975,1.049030847207695,1.0122419502590492,1.024495814818284,1.0367597160357318
2009-06-18,1.093131328605735,1.0232584419196427,1.04653592383657,1.0698287145011658,1.0478896684000965,1.0119488140375816,1.0239140588089686,1.0358946000557177,1.0357630817852503,1.0089419771530055,1.0178832989716935,1.0268239630744618,1.0249604188412993,1.006224376380325,1.0124594003699814,1.0187047437348922,1.0365172670362561,1.0092175009272322,1.0183775851892969,1.0274784175380605
2009-06-19,1.1012448314093226,1.025159901467914,1.0504234849126861,1.0757869824287174,1.0557096907751808,1.013841708200031,1.0277412707348963,1.0416975307916998,1.0435087189667618,1.0108290594451554,1.0216903612781518,1.032583885194346,1.0325988859045383,1.0081062280332804,1.0162416221392216,1.0244058414625998,1.044205337426533,1.0110756565498655,1.0221364918656521,1.033180644653377
2009-06-22,1.1057116162154406,1.0262067256109846,1.0525637317540346,1.0790672303430704,1.0599673782217107,1.0148723128871413,1.0298250335926793,1.0448569930237253,1.0477265949260397,1.011856667483941,1.0237634917645906,1.035720442777338,1.0367692362462568,1.009133656785541,1.0183065901121433,1.0275184522338552,1.0484263855157947,1.012095855877175,1.0242002770599201,1.0363113879540737
2009-06-23,1.0796301973677538,1.0200943516954337,1.0400668963949196,1.0599139638455852,1.0349444592873798,1.008815330578606,1.0175785195581257,1.0262884700165964,1.0230594138937001,1.0058469617060233,1.0116393123182612,1.0173770788508028,1.0123581743816104,1.003119623244509,1.0062193416066054,1.009298847675077,1.0238248051801102,1.0061498170786443,1.0121718954403074,1.018064442836714
2009-06-24,1.080053387429042,1.0201935294244924,1.0402696666718134,1.0602247395771616,1.035320999926698,1.0089064750208985,1.0177628030238595,1.0265678860009047,1.0234326679799215,1.0059378982113198,1.0118227706353866,1.0176546434225975,1.0127578357544629,1.003218085856038,1.0064172357563363,1.0095971416293166,1.0242080550100041,1.0062424460206465,1.0123592767038976,1.0183486985030938
2009-06-25,1.1009776387578998,1.0250972828886673,1.0502954603372787,1.075590765647385,1.055394537784671,1.0137654230914468,1.0275870311143536,1.0414636681647855,1.0431963528897465,1.0107529571854201,1.0215368300592536,1.0323515990396581,1.032318594864988,1.0080371741050878,1.016102834753908,1.0241966415543662,1.0439091678353796,1.011004074324012,1.0219916864987648,1.032960976233647
2009-06-26,1.1117796314211508,1.0276288099722364,1.055471203445863,1.0835233649201226,1.0657720773962163,1.0162773831868381,1.032665922383212,1.04916443175436,1.053424566583349,1.013244873665525,1.0265641048854308,1.0399576504102683,1.042441910301924,1.010531205660198,1.0211154405170113,1.0317523474514485,1.054151751414039,1.013479638841612,1.0269995641380802,1.0405578808986973
2009-06-29,1.0976156577438452,1.0243093777070171,1.0486845769931452,1.0731218463490246,1.0521493692236843,1.0129799060774767,1.0259988070374217,1.0390555563355928,1.0399910577439988,1.0099720458712298,1.0199613937143162,1.0299680313643194,1.0291669194699973,1.0072607113014205,1.0145422683222114,1.021844335877835,1.0407976575345057,1.0102520429212087,1.0204703845010237,1.0306531749900907
2009-06-30,1.115181415519965,1.0284260433019627,1.05710115832134,1.086021514188458,1.0690141334962722,1.017062146806656,1.0342526231847589,1.0515702339488313,1.0566211571285726,1.014023664263611,1.028135262827472,1.0423347450453742,1.0456248895450326,1.0113153806393367,1.0226915071917324,1.034128017278914,1.0574390012288726,1.014274145319357,1.0286067899631004,1.0429960278038908
2009-07-01,1.1126527822881496,1.027833148557403,1.0558894742237674,1.0841648097118335,1.066622773176114,1.0164833003822824,1.0330822630121768,1.0497956996013507,1.0542575275428028,1.0134478093104309,1.0269735139756289,1.0405770688187126,1.043278883521006,1.0107374066456534,1.0215298716199113,1.0323770364208391,1.0550662372369892,1.013700663999743,1.027446681124635,1.0412361532858485
2009-07-02,1.1061843719252167,1.02633932076689,1.052820265875079,1.0794377131266042,1.0602901187305895,1.0149504252090742,1.0299830833425099,1.045096661501794,1.0480471456065115,1.0119347637720422,1.0239210458023453,1.0359588152845605,1.0371221447681551,1.0092206011265685,1.018481334374706,1.0277818514153434,1.0488687787401747,1.0122027793853594,1.0244165751373677,1.0366395101631114
2009-07-03,1.0996985447377339,1.024841470699639,1.0497427933841488,1.0746978883736742,1.0540850297798672,1.013465487841994,1.0269692211283024,1.0405095317868966,1.0419031847245421,1.0104377330213359,1.0209010330860249,1.0313898807495396,1.0310600374904277,1.0077271094997096,1.015479654335574,1.0232572961950297,1.0426849096047566,1.0107081792294947,1.021393113358424,1.0320529462437504
2009-07-06,1.0887964779968256,1.022323725325146,1.0445698509791799,1.066730687845054,1.043630282432143,1.0109635664153542,1.0218912652374808,1.0327808299743453,1.031572950237547,1.0079331676092966,1.0158400316348284,1.0237203826580685,1.0209749904074306,1.0052424925112162,1.0104859793409338,1.015730138972344,1.032594404237798,1.0082693710070127,1.0164595908922889,1.0245688376976725
2009-07-07,1.0850162563817336,1.0214507132887913,1.0427761664276525,1.0639681122375273,1.0399979661282968,1.0100943182463964,1.020127019640818,1.0300956297808266,1.0280342613256326,1.007075212461821,1.0141063527196907,1.021093146278255,1.017368705129815,1.004354813764127,1.0087013613312996,1.013039319402358,1.0292593994694952,1.0074633224737464,1.014829016371912,1.0220952710347584
2009-07-08,1.0616677681959061,1.0160585661364825,1.0316974978138223,1.0469051009904407,1.017622549470303,1.0047396661917187,1.009259097629027,1.0135545391614655,1.0059703812311462,1.0017258246033365,1.0032967888789284,1.0047122125745582,0.9954576337886937,0.998961454432242,0.9978583776193742,0.9966904354330244,1.0072480025664812,1.0021433701394606,1.0040675826519196,1.0057698860649875
2009-07-09,1.0453281203904001,1.0122850547775042,1.0239444672165872,1.0349641311058029,1.0019412628045432,1.0009869837211198,1.0016425690462114,1.0019621032425643,0.9904913626686374,0.9979729364619513,0.9957132886683013,0.9932200917062022,0.9801267792239059,0.9951878001802207,0.9902717012881298,0.9852513616183153,0.9916361659827512,0.9982601908012487,0.9962863118132376,0.9940781911730086
2009-07-10,1.0435795707059095,1.011881241171807,1.0231147945476282,1.0336862957832287,1.0002593888765077,1.0005844951408125,1.0008256691885267,1.0007187731415341,0.9888413807347123,0.9975728983323812,0.994904927447406,0.991995092088901,0.9784698245149436,0.994779944626151,0.9894517353156327,0.9840150295441084,0.9898988278167631,0.9978280574238931,0.9954203855824941,0.9927770996805386
2009-07-13,1.0199340556411236,1.006420498030465,1.0118951890844745,1.016406218106144,0.9776077687983303,0.9951637449555837,0.9898235929271934,0.9839734983555735,0.9664783000165487,0.9921509692809289,0.9839487788613954,0.9753920222260349,0.9562544765941914,0.9893116883207372,0.9784581763102634,0.9674391104646459,0.9671865998106973,0.9921787762490039,0.9841001288966614,0.9757679259846828
2009-07-14,1.0378764951744528,1.0105641613574055,1.020408731380292,1.029518503797652,0.994822529089515,0.9992834023891378,0.9981849421327036,0.9966995590282952,0.9834275653807419,0.996260318768017,0.992252584231243,0.9879757015729236,0.9731654030489219,0.9934742735994528,0.9868267721332383,0.9800571504553903,0.9846632377679454,0.9965257932737479,0.9928108563351398,0.9888561694874791
2009-07-15,1.0362931989260475,1.0101985117149468,1.019657470128857,1.0283614352337693,0.9932825884029485,0.9989148797963548,0.9974369804057693,0.99556115348107,0.9819349486619348,0.9958984338357765,0.9915213195741365,0.9868675349489615,0.9717231619122324,0.9931192692926212,0.9861130600143587,0.9789810263064408,0.9831966381202425,0.9961610015070109,0.9920798719304871,0.9877578339061615
2009-07-16,1.0434350885396226,1.0118478741676866,1.0230462389294588,1.0335807086116426,1.0001334894475589,1.0005543661985807,1.0007645188110363,1.0006257016293918,0.9886893008802209,0.9975360265707667,0.9948304202941318,0.9918821831171598,0.9784722575510862,0.9947805435123477,0.9894529393357764,0.9840168449471512,0.9901284322766161,0.9978851676357303,0.9955348253204648,0.992949050320429
2009-07-17,1.053057310982711,1.0140700497078088,1.0276119055767856,1.0406126024311342,1.0093835869345604,1.0027680033465194,1.00525736645838,1.0074638625945755,0.9978222019209221,0.9997502984817203,0.9993048226398686,0.9986627423764324,0.9874872344292046,0.9969995591376163,0.9939141199841809,0.9907433444720732,0.9992895036946065,1.0001638286411432,1.0001008978317658,0.9998097711157259
2009-07-21,1.0802116131326835,1.0203411192453982,1.0404964021045722,1.0604568921043735,1.0354057791838691,1.008995363816484,1.0178965570604592,1.0267008424769801,1.0235131814522747,1.005979076619974,1.0118913795911673,1.0177365512751348,1.0130249534641025,1.0032856093780458,1.0065517983169352,1.0097982413706756,1.025391535782307,1.0066562660391836,1.013110704847427,1.019357567020026
2009-07-22,1.086237988792649,1.0217328626462985,1.0433558685654343,1.0648609509387943,1.0411567437434206,1.0103716248562613,1.020689847361199,1.0309522594397247,1.0292240599401672,1.0073636791429024,1.0146892603509132,1.0219764910091895,1.0186795839022467,1.0046774835300272,1.009350067045251,1.0140174278943936,1.0310962059792221,1.0080752059135005,1.0159540336005488,1.023629791049786
2009-07-23,1.0859711917588466,1.021671247998934,1.0432292755328951,1.0646659763968784,1.0408821749376154,1.0103059179046265,1.0205564870571664,1.030749283666469,1.0289250931531624,1.0072911946436374,1.0145427901672213,1.0217545284578813,1.0183901314693522,1.004606235485795,1.0092068276770618,1.0138014537794653,1.0308512548199638,1.0080142784706976,1.0158319447417385,1.0234463472760746
2009-07-24,1.097913380504842,1.024429201255974,1.0488957474084064,1.0733932952393654,1.052310178590582,1.0130407489103035,1.026107161457973,1.0391974679801486,1.0401922543045374,1.0100229179309579,1.0200628119062982,1.0301196310173204,1.02960241860747,1.0073661139292853,1.0147553763956212,1.0221674701461736,1.042334194792841,1.0108704648652616,1.021555285840915,1.032045914015436
2009-07-27,1.1053868227211412,1.0261551331383227,1.0524418352347369,1.0788548663516473,1.0594597798624497,1.014751717145027,1.029579780995107,1.044482831123901,1.0472374721104427,1.0117310310293746,1.0235144138602101,1.0353502271460346,1.0365763389686533,1.0090827282323578,1.0182065132071134,1.0273710411181867,1.0494634527325204,1.0126437467581169,1.0251086593732308,1.0373850109365386
2009-07-28,1.109351071948383,1.027070644884162,1.0543228393983342,1.081751928834337,1.0632689516458076,1.0156632885283958,1.0314299267378124,1.0472987722353584,1.050999804057635,1.0126432084320667,1.025357660252012,1.0381435033030084,1.0402927364751153,1.0099975108488908,1.0200456217108578,1.0301440206165937,1.0532610887367644,1.0135883442490423,1.0270014817927626,1.0402290582229856
2009-07-29,1.1070046275309975,1.0265287522578574,1.0532094705191977,1.0800371536777675,1.0610030231170178,1.0151210300740443,1.0303293468062031,1.0456236781039463,1.048752391926499,1.0120983233476741,1.024256605278726,1.0364749523062042,1.0380640792931901,1.0094489320586264,1.0189427412014174,1.0284811143575858,1.0509711087694957,1.0130187506047503,1.025860107154045,1.0385140936227315
2009-07-30,1.109576595809814,1.027122727821503,1.0544298486447325,1.0819167410548738,1.063442653115772,1.0157048569580374,1.0315142949557434,1.0474271815427385,1.051087218485158,1.012664402060533,1.0254004864381074,1.0382084025834557,1.0403758790686464,1.0100179762052268,1.0200867659239083,1.0302060572278295,1.0534311532620053,1.013630644912839,1.0270862455631142,1.0403564194421735
2009-07-31,1.126174781248096,1.0309559463850437,1.062305553255588,1.0940466495337684,1.079389931009462,1.019521193683524,1.039260017643194,1.0592162522359727,1.0668058339911992,1.0164753804822846,1.0331013702841636,1.0498784079232102,1.055969618616181,1.0138563389853177,1.0278035343689365,1.0418412819296083,1.069372671458753,1.017595826955921,1.0350318367178377,1.0522950126929858
2009-08-03,1.1326806798069937,1.032458359746556,1.0653927539240267,1.0988013579953129,1.0856778312869246,1.0210259485962463,1.0423141019929028,1.06386460046049,1.0729677262306212,1.01796933129192,1.036120212267382,1.0544531947617461,1.0620943713967133,1.0153639326602275,1.0308344493618626,1.046411248910723,1.075754239785447,1.0191831337496287,1.0382125458713853,1.0570741653191271
2009-08-04,1.1367280766821626,1.0333806781045625,1.0672962327155049,1.1017461101629358,1.0892568913448195,1.0218817086173209,1.0440526657399203,1.0665113058273088,1.0766068679900873,1.0188516412328743,1.0379031051677274,1.0571550105640837,1.0656874892998578,1.016248370288666,1.03261255132193,1.0490922436814534,1.0792422097973915,1.020050707081571,1.0399510241852328,1.0596863039328843
2009-08-05,1.12771869287391,1.03132762515795,1.0630591461306662,1.095191180336048,1.080562566593779,1.0198425726929894,1.0398859108608554,1.0601267267735532,1.0678818020300098,1.0167356184362712,1.0336284813948144,1.0506782593170614,1.0570054224038736,1.014111299682464,1.0283161155852472,1.0426141439990317,1.0702376353687524,1.017810972045712,1.0354629530963173,1.0529427836374259
2009-08-06,1.135403426325825,1.0330788175805588,1.0666732535668868,1.1007823383539248,1.087991216861475,1.0215848618372199,1.0434460912813168,1.065581872084422,1.0752925783157432,1.0184995777517227,1.0372150157020843,1.0561468009992594,1.0644935605594958,1.0159536042896156,1.0320222090141442,1.048202791343032,1.0780079269232996,1.0197437001686764,1.0393358313933183,1.0587619502415757
2009-08-07,1.1344226496344012,1.032855318779847,1.066211997186828,1.1000687576557375,1.0870418238928485,1.0213621945957643,1.0429910947292613,1.0648846960949296,1.0743278262098177,1.0182699414223109,1.0367481123180795,1.0554348935146955,1.0635574371143397,1.015730245026722,1.0315684250639285,1.0475114434256205,1.0769608301573046,1.0194832526226743,1.0388139361321929,1.057977780112409
2009-08-10,1.1474502225276264,1.0358240342308578,1.0723388262257167,1.1095471890276523,1.0995686723869411,1.0243001969725334,1.0489945864985124,1.0740836456160392,1.086767204639772,1.021230840066922,1.0427682991082312,1.0646141288366142,1.075823302137932,1.018656883158262,1.0375142783720799,1.0565700566706895,1.089610200537974,1.0226237394859021,1.0451143689297215,1.0674512794667594
2009-08-11,1.1544044573636183,1.0374087610696001,1.0756093823212856,1.1146068604013895,1.1062316472580467,1.025862907339542,1.052187817007868,1.0789765258587138,1.0933782509384888,1.0228044426496843,1.045967794470538,1.0694925357475167,1.0823855229573223,1.0202226305100122,1.040695301666625,1.061416402225386,1.0962685682888151,1.0241859965492253,1.0483076006958096,1.0723434990682874
2009-08-12,1.1394376627913738,1.0339981369523608,1.068570543056606,1.1037175154425647,1.0919148675752695,1.0225051008844295,1.0453265007695285,1.068463160612154,1.0792060411166178,1.0194310846407602,1.0391089830888183,1.0590346137766486,1.068376919097699,1.0168801745033338,1.0339046592259071,1.0510707377146786,1.082089534545818,1.0208591608373805,1.041507594650056,1.0619254883179117
2009-08-13,1.1506354988172516,1.0365498930699717,1.0738368522531363,1.1118646907571952,1.1026650739877522,1.0250264159626414,1.0504785368738627,1.0763574531133022,1.089860070046655,1.0219670232325657,1.0442651285174402,1.066896408417436,1.0788770519664619,1.0193855085487395,1.0389945774366227,1.0588253186184315,1.092699644500321,1.0233486176891686,1.0465960099218206,1.0697212409462085
2009-08-14,1.1572292533537212,1.0380524738755468,1.0769378755289574,1.1166620885817493,1.1089826257455135,1.0265081120243778,1.0535062233663932,1.0809966757992036,1.0961323630982596,1.0234599936490278,1.0473006801718785,1.0715248433712332,1.085062446916958,1.0208613451640896,1.0419929351519484,1.0633933699149993,1.0989493180158465,1.0248149825639323,1.0495932393846918,1.0743131734467737
2009-08-17,1.1287146179828653,1.0315545759709093,1.0635275267667306,1.0959157825220551,1.0816200405284737,1.0200905888588245,1.0403927052126933,1.0609032707981527,1.0690322844214442,1.01700946344972,1.034185271184129,1.051527220433902,1.0582759708389082,1.0144700859949385,1.029008244949011,1.0436109634950175,1.0718431490377656,1.0184550448839675,1.0365936149907378,1.054396981346969
2009-08-18,1.1282404919348668,1.0314465324131448,1.0633045466872653,1.095570824083179,1.081183807793966,1.0199882763888197,1.040183640687619,1.060582928223076,1.0685929038036999,1.0169048793273803,1.033972627650074,1.0512029937766878,1.0578544653520194,1.0143695146917153,1.028803921015167,1.0432996723484855,1.0714186717653984,1.0183554495113791,1.0363900434307358,1.0540850976977045
2009-08-19,1.1194569084699788,1.0294449347125465,1.0591736533367346,1.0891801791216207,1.0727614159583327,1.0180129186407922,1.0361472096501976,1.054398040030365,1.0602579468985842,1.014920940761461,1.0299388250176345,1.0450524830207908,1.049588545725682,1.0123972644244774,1.0247970331633407,1.0371951074551173,1.0630406866444542,1.01638971753,1.032372114529072,1.047929393392424
2009-08-20,1.1383718442790105,1.0337552588728014,1.0680692917594337,1.102942061126772,1.0909097364994271,1.0222693610260618,1.044844791731243,1.0677250539739893,1.0782082723632258,1.0191935894824455,1.0386261009012059,1.0582983427293597,1.0673571258703685,1.016636851611744,1.0334103165176929,1.0503175978082342,1.0810315345493695,1.0206109216248138,1.0410001971430989,1.061148125379316
