0,monthly_current_top3_none_10bp,monthly_current_top3_ma200_10bp,monthly_current_top3_ma200_r6_10bp,monthly_current_top3_ma200_r12_10bp,monthly_medium_3_6_12_top3_none_10bp,monthly_medium_3_6_12_top3_ma200_10bp,monthly_medium_3_6_12_top3_ma200_r6_10bp,monthly_medium_3_6_12_top3_ma200_r12_10bp,monthly_classic_6_12minus1_top3_none_10bp,monthly_classic_6_12minus1_top3_ma200_10bp,monthly_classic_6_12minus1_top3_ma200_r6_10bp,monthly_classic_6_12minus1_top3_ma200_r12_10bp,monthly_long_6_12_top3_none_10bp,monthly_long_6_12_top3_ma200_10bp,monthly_long_6_12_top3_ma200_r6_10bp,monthly_long_6_12_top3_ma200_r12_10bp
2009-07-13,0.9406677951702732,0.8724170048157314,0.8724170048157314,0.999,0.9351411166489674,0.8640274298579524,0.8640274298579524,0.999,0.9901992505350202,0.9025612202602765,0.9025612202602765,0.999,0.9661765027229942,0.8921150860899001,0.8921150860899001,0.999
2009-07-14,0.9728201798266405,0.9022365513800035,0.9022365513800035,0.999,0.9649237794438219,0.8915452420157338,0.8915452420157338,0.999,1.0029185925907584,0.9181997397929339,0.9181997397929339,0.999,0.9945492554548035,0.9183129502219805,0.9183129502219805,0.999
2009-07-15,0.9662286174199299,0.8961232442577186,0.8961232442577186,0.999,0.9638339787745949,0.8905383162646088,0.8905383162646088,0.999,1.0034086757050968,0.919988096579235,0.919988096579235,0.999,0.9947642995160298,0.9185115102683626,0.9185115102683626,0.999
2009-07-16,0.9775541751052701,0.9066270684180043,0.9066270684180043,0.999,0.9780422237985286,0.9036660819165064,0.9036660819165064,0.999,1.0108371487516612,0.9271468118851218,0.9271468118851218,0.999,1.0077072750843432,0.9304623533398338,0.9304623533398338,0.999
2009-07-17,0.9965376351048171,0.9242331705923071,0.9242331705923071,0.999,0.9836608301142673,0.9088574160242053,0.9088574160242053,0.999,1.0221854737465879,0.9338068882514212,0.9338068882514212,0.999,1.0149249090226748,0.9371267258474586,0.9371267258474586,0.999
2009-07-21,1.0294276411709689,0.9547368199443182,0.9547368199443182,0.999,1.0211140743593659,0.9434624930428455,0.9434624930428455,0.999,1.044819744151483,0.9529925852954411,0.9529925852954411,0.999,1.0479939534432752,0.9676608915273838,0.9676608915273838,0.999
2009-07-22,1.0328791834659719,0.9579379332453815,0.9579379332453815,0.999,1.0291554158644851,0.9508923231610802,0.9508923231610802,0.999,1.0487421490042441,0.9553659635507866,0.9553659635507866,0.999,1.050682750623044,0.9701435813058533,0.9701435813058533,0.999
2009-07-23,1.0321506143993977,0.957262226001947,0.957262226001947,0.999,1.036897123812793,0.9580453056384813,0.9580453056384813,0.999,1.0457275842864096,0.9529218611123372,0.9529218611123372,0.999,1.052562034889256,0.9718788106766918,0.9718788106766918,0.999
2009-07-24,1.0432082941343883,0.9675176082783923,0.9675176082783923,0.999,1.0526328923708208,0.9725844328589306,0.9725844328589306,0.999,1.052765496465201,0.9604153439072194,0.9604153439072194,0.999,1.0690126391772594,0.9870684082494561,0.9870684082494561,0.999
2009-07-27,1.05033370220929,0.9741260275340663,0.9741260275340663,0.999,1.061730489062239,0.9809901942431998,0.9809901942431998,0.999,1.052863431997878,0.9609981986585403,0.9609981986585403,0.999,1.0736579199873244,0.9913576091129664,0.9913576091129664,0.999
2009-07-28,1.0557410128866975,0.9791410071150756,0.9791410071150756,0.999,1.0703809191637694,0.9889827942419835,0.9889827942419835,0.999,1.0483832024170066,0.9572756428349696,0.9572756428349696,0.999,1.0705416613822174,0.9884802245916722,0.9884802245916722,0.999
2009-07-29,1.0511908379491068,0.9749209732085019,0.9749209732085019,0.999,1.069024969314824,0.987729958876131,0.987729958876131,0.999,1.0434943742358536,0.9538756956187291,0.9538756956187291,0.999,1.0676406096787854,0.9858015504748161,0.9858015504748161,0.999
2009-07-30,1.0501877445092924,0.9739906598940605,0.9739906598940605,0.999,1.0818183024886476,0.9995504109819117,0.9995504109819117,0.999,1.0355638166862058,0.9473326668927479,0.9473326668927479,0.999,1.0758912820842004,0.9934197747873634,0.9934197747873634,0.999
2009-07-31,1.0776921722953243,0.9994994852535138,0.9994994852535138,0.999,1.0969214160414964,1.0135049940427903,1.0135049940427903,0.999,1.0442269716394093,0.9566198796950921,0.9566198796950921,0.999,1.0905288590576145,1.0069353210721077,1.0069353210721077,0.999
2009-08-03,1.0835371392583832,1.004920366671311,1.004920366671311,0.999,1.1058525449148497,1.0217569468109737,1.0217569468109737,0.999,1.0444037728902054,0.9573775068694084,0.9573775068694084,0.999,1.1011734962237913,1.016764002865896,1.016764002865896,0.999
2009-08-04,1.0690323384869185,0.9914679715649178,0.9914679715649178,0.999,1.0939812395616482,1.0107884060519687,1.0107884060519687,0.999,1.0365470633344436,0.9501754675796834,0.9501754675796834,0.999,1.0928897265219726,1.0091152183013166,1.0091152183013166,0.999
2009-08-05,1.0504552637622535,0.9742387691060449,0.9742387691060449,0.999,1.0775941748815052,0.9956475111363033,0.9956475111363033,0.999,1.0219693358379311,0.9368124476742584,0.9368124476742584,0.999,1.0775196105084028,0.9949232851172524,0.9949232851172524,0.999
2009-08-06,1.0703880485375452,0.9927253171526363,0.9927253171526363,0.999,1.0976435940259894,1.0141722533224138,1.0141722533224138,0.999,1.0403366831296632,0.9536493125098775,0.9536493125098775,0.999,1.0968853352966446,1.0128045471723377,1.0128045471723377,0.999
