variant,core_share,tilt_share,overlay,cost_bps,full_total_return,full_cagr,full_volatility,full_sharpe,full_sortino,full_max_drawdown,full_calmar,pre2018_total_return,pre2018_cagr,pre2018_volatility,pre2018_sharpe,pre2018_sortino,pre2018_max_drawdown,pre2018_calmar,holdout_total_return,holdout_cagr,holdout_volatility,holdout_sharpe,holdout_sortino,holdout_max_drawdown,holdout_calmar,2009_2013_cagr,2009_2013_sharpe,2009_2013_max_drawdown,2014_2017_cagr,2014_2017_sharpe,2014_2017_max_drawdown,2018_2021_cagr,2018_2021_sharpe,2018_2021_max_drawdown,2022_2026_cagr,2022_2026_sharpe,2022_2026_max_drawdown,cash_exposure_mean_weight,annualized_turnover,full_cagr_alpha_vs_ew,holdout_cagr_alpha_vs_ew,full_mdd_improvement_vs_ew,holdout_mdd_improvement_vs_ew,positive_era_count,worst_era_cagr,median_era_sharpe
core075_vol12_10bp,0.75,0.25,vol12,10.0,2.9059484544385774,0.08192581996655757,0.1383090622377871,0.6545913785386193,0.8096948428413536,-0.2972406315353109,0.27562120139293655,0.8741223210103417,0.0752058216288991,0.13202005417729987,0.6288417997302388,0.7840647634175634,-0.227930495298864,0.32995067873778244,1.084148089294879,0.08888127015592029,0.1443784727474605,0.6796254673298006,0.8359756669678057,-0.29724063153531055,0.2990212666983978,0.07153053826141864,0.5869716729735538,-0.227930495298864,0.07990924429975954,0.6824699329193527,-0.1842173400381958,-0.0048121309534114864,0.0259035871648124,-0.29724063153531055,0.17699587477972356,1.1476656614967544,-0.19911290484073285,0.2933622501354218,1.8971132292889814,-0.032426864641583286,-0.029271322611525985,0.05780690055314264,0.05780690055314153,3,-0.0048121309534114864,0.6347208029464533
core075_vol15_20bp,0.75,0.25,vol15,20.0,3.7276488261978677,0.09393012617595597,0.1606713285886547,0.6550009287227946,0.8245521449680911,-0.3353250059467595,0.2801166763890836,1.043362954252585,0.08599062072142782,0.15352454184052114,0.6273979007457164,0.8022439297491003,-0.2538126577111449,0.33879563571368715,1.3136608287621163,0.10215180664761703,0.16757502950317762,0.681743713186874,0.8475570264805748,-0.33532500594675996,0.30463521907410573,0.09242171414003941,0.6488055603907665,-0.2538126577111449,0.07892549902066404,0.6013670792546334,-0.22404180439880894,-0.0015268506951371386,0.0649606980333576,-0.33532500594675996,0.20047378663039028,1.1283457215492398,-0.23276219402788612,0.17620180903471247,1.9863799794926995,-0.01999512595011943,-0.015634257488352343,0.02010148430381775,0.020101484303818085,3,-0.0015268506951371386,0.6250863198226999
core075_vol12_20bp,0.75,0.25,vol12,20.0,2.783082473863054,0.079929194532802,0.13829960933786023,0.6409007597489799,0.7926303838710562,-0.2997950851314015,0.2666127581703639,0.8442845178336886,0.07321564157469185,0.13200927030625417,0.6145090084506638,0.7661190456702178,-0.22994087457196444,0.3184107293276281,1.0512466689828859,0.08687404339969995,0.14437023043436165,0.666501204801592,0.8196419237748254,-0.29979508513140163,0.2897780774545475,0.06987117629098472,0.5753383041665171,-0.22994087457196444,0.07751790798887837,0.6647349485491535,-0.18543107788030766,-0.006345622500350423,0.0135694314088255,-0.29979508513140163,0.17451298787628589,1.1339061790980742,-0.19915816920627483,0.2933622501354218,1.8971132292889814,-0.0339960575932734,-0.03091202073626942,0.05563140511917575,0.055631405119176414,3,-0.006345622500350423,0.6200366263578353
core050_vol12_20bp,0.5,0.5,vol12,20.0,2.843319263719635,0.08091558271139876,0.14166969558139553,0.6356814320646335,0.7743322249750593,-0.2752232127306191,0.2939998480091746,0.8191119945278553,0.07151436099251374,0.13217073071469798,0.6016209620356464,0.7382616009636299,-0.22634320803519414,0.31595540954510976,1.1127447212051185,0.09060324616915572,0.15064939944795844,0.6684176625489867,0.8123042307173812,-0.27522321273061867,0.32919914446982285,0.07322136238317434,0.5960250345552871,-0.22634320803519414,0.0698718995569847,0.6099314076403088,-0.18184181011364609,-2.912606111948879e-05,0.06333874388638974,-0.27522321273061867,0.17560058879496276,1.0712125014535128,-0.21315760076234413,0.3169644744419509,2.809869407077858,-0.033009669414676646,-0.027182817966813655,0.08020327751995815,0.08020327751995937,3,-2.912606111948879e-05,0.602978221097798
core075_trend200_half_0bp,0.75,0.25,trend200_half,0.0,3.7532591335043266,0.09427173292397062,0.16204990745178718,0.6527942293749559,0.8159823510203497,-0.28856036740328517,0.3266967455451658,1.0288053322676647,0.08509464307349912,0.1637278420895377,0.5930548857077247,0.7393758043531095,-0.2869058370543348,0.2965943249784204,1.3428857652850619,0.10375712991429653,0.1603363808163195,0.714455085627966,0.8956782616780445,-0.2885603674032843,0.3595681931236535,0.07829702587985365,0.5393546500966185,-0.2869058370543348,0.09355130099156139,0.662566312446302,-0.201785880624611,-0.008556128531185814,-0.000668907422191705,-0.2885603674032843,0.2110903681919345,1.1779895569382506,-0.23270533569484553,0.17793361708441355,2.3328934175320715,-0.020508472268267353,-0.014762100211759499,0.06610799297258496,0.06610799297258418,3,-0.008556128531185814,0.6009604812714603
core050_trend200_half_0bp,0.5,0.5,trend200_half,0.0,3.917604545240973,0.09642346948008917,0.16835564632077896,0.6466259946062891,0.795737867843554,-0.2759630742340231,0.3494071435018144,1.0473875616422474,0.08623732677799545,0.16567474028556226,0.5945206675054926,0.7325570489333094,-0.27258687813279303,0.31636639066677374,1.4018923614523082,0.10694511783237282,0.1710167912960943,0.6977524256465368,0.8585815431763854,-0.275963074234023,0.38753415879720526,0.0858953065860657,0.5720772915304253,-0.27258687813279303,0.08707169179146357,0.6260207698342568,-0.1947197531566901,-0.0052121999182725975,0.027672667614730462,-0.275963074234023,0.21409315338650625,1.111557905410822,-0.24881398343676198,0.20193988716422062,3.3992061081125677,-0.018356735712148797,-0.011574112293683214,0.07870528614184702,0.07870528614184547,3,-0.0052121999182725975,0.599049030682341
core075_trend200_half_10bp,0.75,0.25,trend200_half,10.0,3.5700976698426325,0.09178944044576132,0.1620318664172026,0.638444523353586,0.7981439535729995,-0.292146630364719,0.3141896257066884,0.9887414942990707,0.08259914355253262,0.16371149951047123,0.5786941850993592,0.7218787176450939,-0.2919026776807422,0.28296809131320266,1.2979847722508375,0.1012833213208113,0.16031657633504207,0.7001166142922892,0.8775073864273438,-0.2921466303647181,0.34668659773473487,0.07589219846679574,0.5259217515393673,-0.2919026776807422,0.09093501199384924,0.6470133343476517,-0.20364420736476763,-0.010746419155829745,-0.01793482646320203,-0.2921466303647181,0.20833449196459797,1.1651109083101276,-0.23273376486136577,0.17793361708441355,2.3328934175320715,-0.022563244162379537,-0.01686927144663497,0.06290090172373453,0.06290090172373397,3,-0.010746419155829745,0.5864675429435096
core025_trend200_half_0bp,0.25,0.75,trend200_half,0.0,4.045363293157558,0.09804987598323178,0.1778200062373423,0.6301070456396854,0.7624099799170355,-0.26921500682686783,0.364206576516322,1.0574422765650175,0.08685180535986103,0.1706792140292863,0.5854031979901679,0.710310334790667,-0.26921500682686783,0.32261130753277595,1.4522502286581798,0.10961153856515504,0.18474549184547262,0.6727632762076555,0.8152220855604876,-0.2655121316333722,0.412830622430881,0.09286529059579096,0.5912051893722138,-0.26921500682686783,0.08027501687483984,0.5811803475473442,-0.1953239711859729,-0.0021557177894583335,0.05448761954730826,-0.2637943155634668,0.21633214541987145,1.0412825090505795,-0.26551213163337206,0.22594704631325324,4.458816396640973,-0.01673032920900619,-0.008907691560900988,0.0854533535490023,0.08915622874249629,3,-0.0021557177894583335,0.586192768459779
core050_trend200_half_10bp,0.5,0.5,trend200_half,10.0,3.6439311327654478,0.09280115067809014,0.1683299129913655,0.6264951847866881,0.7708025008918203,-0.28062197126992006,0.3306980927335447,0.9892514758993955,0.08263118767260669,0.1656527966279589,0.5740188461405529,0.7071150274247264,-0.2776460530044391,0.29761340663209623,1.3345118447961775,0.10329896899210422,0.17098734310838676,0.6779807900326424,0.8341230013451885,-0.28062197126992006,0.368107203169579,0.08280311207882218,0.5553056527821227,-0.2776460530044391,0.08284369838636318,0.6005828356228334,-0.19809898888743538,-0.008160626779424307,0.004935055155697134,-0.28062197126992006,0.20973697246420797,1.0928252487137056,-0.24884079685876148,0.20193988716422062,3.3992061081125677,-0.021551533930050715,-0.01485362377534205,0.07442556081853346,0.07442556081853202,3,-0.008160626779424307,0.577944244202478
core075_vol15_trend200_half_0bp,0.75,0.25,vol15_trend200_half,0.0,2.7947018531643013,0.08012061040159613,0.14396667138219424,0.6226153357128829,0.7487235254179785,-0.2922736496288978,0.27412875058468633,0.7840921397021179,0.06911257834074735,0.13816481235346503,0.564803029645336,0.6769784896019208,-0.26956887892451264,0.25638188880141816,1.1269651766964706,0.09145188786053882,0.1495918020638471,0.6774813652919307,0.8185065979144281,-0.2922736496288977,0.3128981623100682,0.05821778199217498,0.48192472398117964,-0.26956887892451264,0.0823808200360654,0.6663153338958653,-0.19613948131920766,-0.019132417320200323,-0.0994313085322937,-0.2922736496288977,0.19704690541063563,1.179201403650982,-0.23270533569484542,0.28611586245767556,2.399449948796993,-0.034659594790641846,-0.027067342265517214,0.06239471074697234,0.06239471074697078,3,-0.019132417320200323,0.5741200289385224
core050_vol15_trend200_half_0bp,0.5,0.5,vol15_trend200_half,0.0,2.98689361911484,0.08320912763586685,0.15055228936880705,0.621424684371896,0.737803326585784,-0.2765558068450501,0.30087644365568367,0.8067892918886568,0.07067392811710493,0.14088740818911807,0.5671902185435449,0.674348099032505,-0.2602709592894712,0.27153981492995527,1.2066179144482838,0.09611464480145426,0.1597119166225119,0.6720418407475356,0.8001297211869832,-0.2765558068450503,0.3475415898799251,0.06694824491992035,0.5304484959743024,-0.2602709592894712,0.07541352540957069,0.6135881093798966,-0.1920464842853249,-0.014069330621307663,-0.05204361028753691,-0.2765558068450503,0.20125851566807462,1.1189503284293452,-0.2488139834367621,0.30357349829643204,3.32115129585986,-0.03157107755637112,-0.022404585324601767,0.07811255353082003,0.07811255353081814,3,-0.014069330621307663,0.5720183026770995
core075_trend200_half_20bp,0.75,0.25,trend200_half,20.0,3.3939321169350016,0.08931189047315735,0.16201887994276606,0.6240721515053771,0.7801021582366656,-0.2968666342725961,0.30084852981877114,0.9494546290987549,0.08010847572044177,0.16370029089481103,0.5643129185579085,0.703754247429737,-0.2968666342725961,0.2698466801994414,1.2539288944448708,0.09881418640261619,0.1603017451066802,0.685753324261592,0.8595389923845402,-0.2957162901659176,0.3341519885400107,0.07349178414358248,0.5124724450023983,-0.2968666342725961,0.08832412102410325,0.6314336689615705,-0.2054989682271896,-0.012932720339506432,-0.035208571648323216,-0.2957162901659176,0.20558399926909288,1.1522049225668294,-0.23276219402788645,0.17793361708441355,2.3328934175320715,-0.024613361652918053,-0.018971877733353182,0.05855985597798119,0.059710200084660436,3,-0.012932720339506432,0.5719530569819844
core025_vol15_trend200_half_0bp,0.25,0.75,vol15_trend200_half,0.0,3.1622814764852443,0.08590754284907187,0.15958241317983607,0.6111845877533872,0.716196277148095,-0.2655121316333723,0.3235541152887725,0.8245469870945037,0.07188343892494697,0.14573866420692902,0.5610070779160875,0.6604509224158933,-0.262142426669133,0.27421520369030433,1.2812684496075777,0.10035141356178379,0.17242783559257,0.658000341066538,0.7736968899103039,-0.2655121316333722,0.3779541557835568,0.07531716474550931,0.5662579172553065,-0.262142426669133,0.06822770098524389,0.5555339164615591,-0.18805993809364518,-0.009223743125241546,-0.006207473135288934,-0.2610784108272497,0.20482973364357782,1.0546641541879764,-0.2655121316333724,0.32102691308243286,4.239534614773253,-0.0288726623431661,-0.018167816564272243,0.08915622874249785,0.08915622874249629,3,-0.009223743125241546,0.5608959168584329
core025_trend200_half_10bp,0.25,0.75,trend200_half,10.0,3.6802638950220494,0.09329345240294962,0.1777875821106822,0.6050958297793315,0.7320435738684768,-0.2752821204622852,0.3389012415564098,0.9814834598029734,0.08214230349997154,0.1706526134922493,0.5594075512980178,0.6786146598886489,-0.2752821204622852,0.29839316611637834,1.3619999813106718,0.10479752331178616,0.18470759491255315,0.6486328075729608,0.7859340015619597,-0.26955109701914093,0.3887853711993776,0.0890862063834923,0.571695856621038,-0.2752821204622852,0.0744638123347996,0.5462413619122598,-0.19773498338817763,-0.005859912598417005,0.027098824682097213,-0.26955109701914093,0.2103832618934609,1.0179432056762947,-0.2655372130298356,0.22594704631325324,4.458816396640973,-0.021059232205191236,-0.013355069455660118,0.07976541162616835,0.08549643506931115,3,-0.005859912598417005,0.5589686092666488
core050_trend200_half_20bp,0.5,0.5,trend200_half,20.0,3.3853709629819466,0.08918911734721835,0.16831336266631272,0.6063251367740193,0.7457118671837297,-0.2852529774623932,0.31266673582391175,0.9327396618295392,0.07903531139687847,0.16564039043241005,0.553479721570153,0.6815418565981813,-0.2826723322486243,0.2796004503453242,1.2689920684044624,0.09966317282629023,0.17096673353909467,0.6581683152620162,0.8094839504230854,-0.28525297746239375,0.3493852148815144,0.07971830322059059,0.5385109775196544,-0.2826723322486243,0.07863009229967499,0.5750825742419695,-0.2014655457345096,-0.011101619597202794,-0.017824594394406795,-0.28525297746239375,0.20539440444533663,1.0740451830562618,-0.2488676102807612,0.20193988716422062,3.3992061081125677,-0.024736134778857055,-0.018122891309679146,0.07017351278818407,0.07017351278818429,3,-0.011101619597202794,0.5567967758808119
core075_vol15_trend200_half_10bp,0.75,0.25,vol15_trend200_half,10.0,2.6443904091739934,0.07760061645261662,0.14395041023418,0.6059941393797709,0.7288942766755513,-0.29611895836781243,0.26205892685948223,0.7479326473998706,0.06658847132824564,0.13815542487250188,0.547310564094321,0.6565381932373154,-0.2749916433214197,0.24214725409097157,1.0849718749719464,0.08893116664578637,0.1495690947532595,0.6616494984967075,0.7991443119936599,-0.2961189583678123,0.3003224350645057,0.055767734991387874,0.46508031746266437,-0.2749916433214197,0.07975511189934248,0.6480490506389226,-0.19831533698930004,-0.021419674456520155,-0.11896446242380719,-0.2961189583678123,0.1942972099705098,1.1653471553297836,-0.23273376486136566,0.28611586245767556,2.399449948796993,-0.03675206815552423,-0.0292214261216599,0.058928573720641086,0.058928573720639754,3,-0.021419674456520155,0.5565646840507935
core050_vol15_trend200_half_10bp,0.5,0.5,vol15_trend200_half,10.0,2.7699712713214106,0.07971253627665331,0.15052304630961236,0.5994420126262009,0.7115323233573989,-0.28138912639756275,0.28328221952695803,0.756927859580055,0.067220666151657,0.14086686528001116,0.5437666983369104,0.6463277975944921,-0.26566775224205763,0.2530253129495758,1.1457746547558911,0.09256671894086277,0.15967482752902937,0.6512613770836758,0.7752080251097546,-0.2813891263975633,0.3289633829349859,0.06393361920328977,0.5104732668810601,-0.26566775224205763,0.07142423504186679,0.5858626573123429,-0.19474856841099253,-0.017013778861865392,-0.07650216778308794,-0.2813891263975633,0.1970995766711927,1.0996596543053578,-0.2488407968587617,0.30357349829643204,3.32115129585986,-0.03464014833148754,-0.025585873826583505,0.07365840569089077,0.07365840569088877,3,-0.017013778861865392,0.5481679620967015
core075_vol15_trend200_half_20bp,0.75,0.25,vol15_trend200_half,20.0,2.499984258130279,0.07508563775432009,0.14393973839434307,0.589346301713831,0.7087238665349755,-0.2999449702728628,0.25033137807249767,0.7124940990138267,0.06406946807784064,0.1381518344145968,0.5297934894737039,0.6353241037533633,-0.2803763649568476,0.2285123715321065,1.0437934706728695,0.08641539252444841,0.14955179116476622,0.6457894888273285,0.7798964172812509,-0.29994497027286326,0.28810415605847756,0.053322460714532394,0.44821791310688114,-0.2803763649568476,0.07713496665685171,0.6297497729460707,-0.20048603998182324,-0.023702442358004117,-0.13849693635632498,-0.29994497027286326,0.19155293024743236,1.1514584402318775,-0.23276219402788645,0.28611586245767556,2.399449948796993,-0.038839614371755316,-0.03137067161152096,0.055481519977714444,0.05548151997771478,3,-0.023702442358004117,0.538983843026476
core025_trend200_half_20bp,0.25,0.75,trend200_half,20.0,3.3413841065689383,0.08855473111916967,0.17777016357024575,0.5800265251871818,0.701645081363718,-0.2813020597310565,0.31480299576844156,0.908283602763623,0.07745025166701813,0.17064205894286655,0.5333536416124266,0.6470618819737199,-0.2813020597310565,0.27532770908633136,1.2750203901986317,0.10000154397402428,0.18468375587612706,0.6244448995024451,0.7564516219445935,-0.2752658200017054,0.363290814578449,0.08531805428876504,0.55215500136225,-0.2813020597310565,0.0686799481697411,0.5111948647484383,-0.20014024133337216,-0.009552313960510594,-0.0003301273983698478,-0.2752658200017054,0.20445970613052644,0.9945370745347343,-0.26556229442629864,0.22594704631325324,4.458816396640973,-0.025370521006905733,-0.017784520161945094,0.07412443051952078,0.08016067024887263,3,-0.009552313960510594,0.5316749330553442
core025_vol15_trend200_half_10bp,0.25,0.75,vol15_trend200_half,10.0,2.875377910271603,0.08143462512577893,0.15954225529013513,0.584711212391839,0.6850780006183517,-0.266936418514257,0.305071243478265,0.7609451209764899,0.06750207992584811,0.14570914694511475,0.5323040595684406,0.6265151619641548,-0.26503222121276304,0.2546938618141025,1.20073746995739,0.09577554245009434,0.1723783718836953,0.6332559379106676,0.7445257984542347,-0.2669364185142583,0.3587953377930652,0.0717335135137731,0.5437454384001679,-0.26503222121276304,0.06289539679501521,0.5188492986475274,-0.19129456740063633,-0.012829072818958065,-0.03479170078498429,-0.2669364185142583,0.1992651206147098,1.0310819550985142,-0.26553721302983546,0.32102691308243286,4.239534614773253,-0.03291805948236193,-0.022377050317351932,0.08811111357419654,0.08811111357419377,3,-0.012829072818958065,0.5312973685238476
core050_vol15_trend200_half_20bp,0.5,0.5,vol15_trend200_half,20.0,2.564761525817653,0.07622566340206727,0.1505034904455348,0.5774136300306828,0.6850862119366512,-0.28619236697546635,0.26634415238824893,0.7084206476149277,0.06377697571960783,0.14085674207500354,0.5202978540915019,0.6181579944205932,-0.2710276432903028,0.23531539050906003,1.086583026723725,0.08902870334395163,0.1596468087834015,0.6304354371689928,0.7500897154638039,-0.28619236697546635,0.31107993649454513,0.060926203714601,0.49046946988388473,-0.2710276432903028,0.06744786334375408,0.5580655279976027,-0.19744266700456226,-0.019950692521246483,-0.10097524908621688,-0.28619236697546635,0.19295314243821338,1.0803128874577044,-0.24886761028076076,0.30357349829643204,3.32115129585986,-0.03769958872400814,-0.02875736079201774,0.06923412327511091,0.06923412327511169,3,-0.019950692521246483,0.5242674989407436
core025_vol15_trend200_half_20bp,0.25,0.75,vol15_trend200_half,20.0,2.608098560835955,0.07697751176787482,0.15951736827010754,0.5581710668274783,0.6540057409746813,-0.27275103746616014,0.282226284024402,0.6995239526314978,0.06313600141566367,0.1456965709087578,0.5035308536540521,0.5928796838456599,-0.2685553135941995,0.23509496263799615,1.1230054188111112,0.0912160843981924,0.1723428527976502,0.6084480951425942,0.7151443460951952,-0.2727510374661598,0.3344298347884729,0.06815991935515764,0.5211916030402123,-0.2685553135941995,0.05758620613051835,0.4820494466689491,-0.1945177526179125,-0.016423120365422594,-0.06341021652336551,-0.2727510374661598,0.19372279337565268,1.0074227411349463,-0.26556229442629853,0.32102691308243286,4.239534614773253,-0.03694774035820059,-0.026569979737776972,0.08267545278441712,0.08267545278441824,3,-0.016423120365422594,0.5016205248545806
