Date,with_cash,always_invested,topix,position
2009-04-06,0.999,0.9799476724000683,1.0,1622.T
2009-04-07,1.0221087198858592,1.0026156766686296,1.0,1622.T
2009-04-08,1.0061105107275312,0.9869225757404285,1.0,1622.T
2009-04-09,1.0398843122935046,1.0200522636610265,1.0,1622.T
2009-04-10,1.054993895009191,1.0348736854960348,1.0,1622.T
2009-04-13,1.0647706109747335,1.0444639458104992,1.0,1622.T
2009-04-14,1.0301077918740145,1.0104621951632777,1.0,1622.T
2009-04-15,1.007887893976849,0.9886660618046246,1.0,1622.T
2009-04-16,1.0061105107275312,0.9869225757404286,1.0,1622.T
2009-04-17,1.0398843122935046,1.0200522636610267,1.0,1622.T
2009-04-20,1.0425508434416026,1.0226679403296561,1.0,1622.T
2009-04-21,1.023885972771142,1.0043590348550153,1.0,1622.T
2009-04-22,1.023885972771142,1.0043590348550153,1.0,1622.T
2009-04-23,1.0541050078384802,1.0340017506472217,1.0,1622.T
2009-04-24,1.0301077918740142,1.0104621951632777,1.0,1622.T
2009-04-27,1.0265525691012574,1.0069747754625502,1.0,1622.T
2009-04-28,0.9945559552385494,0.9755883817894327,1.0,1622.T
2009-04-30,1.0523272334970581,1.0322578809495953,1.0,1622.T
2009-05-01,1.0629929018153288,1.0427201400517778,1.0,1622.T
2009-05-07,1.1083213892343184,1.087184149801182,1.0,1622.T
2009-05-08,1.0896564533818405,1.068875180387636,1.0,1622.T
2009-05-11,1.0603263706672306,1.040104463383148,1.0,1622.T
2009-05-12,1.0372181722375104,1.0174369706258275,1.0,1622.T
2009-05-13,1.0221087198858587,1.0026156766686296,1.0,1622.T
2009-05-14,0.9812242772283194,0.9625109575298612,1.0,1622.T
2009-05-15,1.0105542947609119,0.9912816105954438,1.0,1622.T
2009-05-18,0.9872023058089702,0.9683749767422233,1.0,1618.T
2009-05-19,1.0168183983748296,0.9974262489899699,1.0,1618.T
2009-05-20,1.0407934418404794,1.0209440548356696,1.0,1618.T
2009-05-21,1.0407934418404794,1.0209440548356696,1.0,1618.T
2009-05-22,1.0492550711850566,1.0292443090708352,1.0,1618.T
2009-05-25,1.0365624600854024,1.016793763821801,1.0,1618.T
2009-05-26,1.0414984198187829,1.0216355878976635,1.0,1618.T
2009-05-27,1.0407934418404794,1.0209440548356696,1.0,1618.T
2009-05-28,1.0393829289412446,1.0195604423907292,1.0,1618.T
2009-05-29,1.0823968333621128,1.061754011477885,1.0,1618.T
2009-06-01,1.1106028585828396,1.0894221083374533,1.0,1618.T
2009-06-02,1.0816918553838093,1.061062478415891,1.0,1618.T
2009-06-03,1.113423438827207,1.0921888961705721,1.0,1618.T
2009-06-04,1.1007307163390274,1.0797382416573473,1.0,1618.T
2009-06-05,1.1366929473719256,1.1150146226333253,1.0,1618.T
2009-06-08,1.135282880026793,1.113631447245147,1.0,1618.T
2009-06-09,1.1106028585828394,1.0894221083374533,1.0,1618.T
2009-06-10,1.142334219249186,1.1205483075637532,1.0,1618.T
2009-06-11,1.147270290371092,1.1253902409038061,1.0,1618.T
2009-06-12,1.1402188397601731,1.1184732713210093,1.0,1618.T
2009-06-15,1.129476438570499,1.10793574275063,1.0,1623.T
2009-06-16,1.0735175531494376,1.0530440715609692,1.0,1623.T
2009-06-17,1.095005611202651,1.0741223222853375,1.0,1623.T
2009-06-18,1.0600872252970994,1.0398698788497893,1.0,1623.T
2009-06-19,1.068593024281568,1.0482134603480204,1.0,1623.T
2009-06-22,1.0610838237197016,1.0408474707462323,1.0,1633.T
2009-06-23,1.020804028103433,1.001335867183757,1.0,1633.T
2009-06-24,0.9972115371874,0.9781933180753623,1.0,1633.T
2009-06-25,1.0495752714885493,1.0295584027065803,1.0,1633.T
2009-06-26,1.0685642591964628,1.0481852438533303,1.0,1633.T
2009-06-29,1.0461227469770331,1.0261717226675766,1.0,1633.T
2009-06-30,1.0714414658506333,1.0510075781513966,1.0,1633.T
2009-07-01,1.0823744258389105,1.061732031297498,1.0,1633.T
2009-07-02,1.0576312306118032,1.0374607234190754,1.0,1633.T
2009-07-03,1.0679889413391168,1.047620898112393,1.0,1633.T
2009-07-06,1.0559050712506184,1.0357674843318034,1.0,1633.T
2009-07-07,1.0311617388307466,1.0114960418770742,1.0,1633.T
2009-07-08,0.9937590812722659,0.9748067053245116,1.0,1633.T
2009-07-09,0.9741946385142419,0.9556153838605178,1.0,1633.T
2009-07-10,0.9241325186243879,0.9065080186338156,1.0,1633.T
2009-07-13,0.8877589398755932,0.8708281349183581,1.0,1619.T
2009-07-14,0.9037256780355766,0.886490365044181,1.0,1619.T
2009-07-15,0.9006918982821102,0.8835144437148679,1.0,1619.T
2009-07-16,0.9068951324147602,0.8895993734942903,1.0,1619.T
2009-07-17,0.9188942639001743,0.9013696647555054,1.0,1619.T
2009-07-21,0.9404493823193432,0.9225136969108332,1.0,1619.T
2009-07-22,0.9596096683690734,0.9413085695003753,1.0,1619.T
2009-07-23,0.9574221653515722,0.9391627852257323,1.0,1619.T
2009-07-24,0.9654854184997042,0.9470722608558467,1.0,1619.T
2009-07-27,0.9768389210012574,0.9582092361811574,1.0,1625.T
2009-07-28,0.9687738634126241,0.9502979905237463,1.0,1625.T
2009-07-29,0.9778466392645724,0.9591977358473943,1.0,1625.T
2009-07-30,0.989943825985888,0.9710642122939832,1.0,1625.T
2009-07-31,1.0171621535417334,0.9977634482649276,1.0,1625.T
2009-08-03,1.0211767651624228,1.0017014956255732,1.0,1622.T
2009-08-04,1.0001615135476625,0.9810870342594209,1.0,1622.T
2009-08-05,0.9822598312707987,0.9635267621080112,1.0,1622.T
2009-08-06,1.0196200375750082,1.0001744570111109,1.0,1622.T
2009-08-07,1.0009398773413698,0.9818505535666521,1.0,1622.T
2009-08-10,1.037521719851872,1.0177347291625205,1.0,1622.T
2009-08-11,1.0258468337615994,1.0062824994831425,1.0,1622.T
2009-08-12,1.0095016507460155,0.9902490419745593,1.0,1622.T
2009-08-13,1.0188417879443685,0.9994110496896977,1.0,1622.T
2009-08-14,1.0320732874589884,1.0123902059977201,1.0,1622.T
2009-08-17,1.0024966049287847,0.9833775921811145,1.0,1622.T
2009-08-18,1.0017182411350773,0.9826140728738834,1.0,1622.T
2009-08-19,1.0110581500072955,0.9917758566173857,1.0,1622.T
2009-08-20,1.025068355804825,1.0055188681900933,1.0,1622.T
2009-08-21,0.9900432408817375,0.9711617312086873,1.0,1622.T
2009-08-24,1.0133932413884177,0.9940664145390794,1.0,1622.T
2009-08-25,1.009501650746016,0.9902490419745594,1.0,1622.T
2009-08-26,1.0180634241506616,0.9986475303824667,1.0,1622.T
2009-08-27,0.9978265363296086,0.9787965883235454,1.0,1622.T
2009-08-28,0.9970481725359013,0.9780330690163143,1.0,1622.T
2009-08-31,0.9841573255681293,0.9653880685344988,1.0,1633.T
2009-09-02,0.9669009331314979,0.9484607796433085,1.0,1633.T
2009-09-03,0.9534192660494024,0.9352362268133064,1.0,1633.T
2009-09-04,0.9615081377273408,0.9431708323920237,1.0,1633.T
2009-09-07,0.9973337249960942,0.9783131755916037,1.0,1617.T
2009-09-08,0.9978391009196121,0.9788089132892398,1.0,1617.T
2009-09-09,0.9906170660485821,0.9717246127268194,1.0,1617.T
2009-09-10,1.0022889386559826,0.9831738863946594,1.0,1617.T
2009-09-11,1.0006535188732333,0.9815696563551177,1.0,1617.T
2009-09-14,0.9888122132094087,0.9699541809562763,1.0,1633.T
2009-09-15,0.9909491419960231,0.9720503555213689,1.0,1633.T
2009-09-16,0.9802650712051334,0.961570044907465,1.0,1633.T
2009-09-17,0.9610336036801095,0.9427053483729458,1.0,1633.T
2009-09-18,0.9423365593991334,0.9243648828835529,1.0,1633.T
2009-09-24,0.9292334559278623,0.9115116739267067,1.0,1625.T
2009-09-25,0.9229303904040111,0.9053288166803772,1.0,1625.T
2009-09-28,0.8815111343291483,0.864699483764357,1.0,1625.T
2009-09-29,0.8977188422596196,0.8805980880300281,1.0,1625.T
2009-09-30,0.8950174556115392,0.8779482206045637,1.0,1625.T
2009-10-01,0.8779094554533777,0.8611664939434922,1.0,1625.T
2009-10-02,0.8436936081265574,0.8276031906931282,1.0,1625.T
2009-10-05,0.8330019727243764,0.8171154597356532,1.0,1617.T
2009-10-06,0.8318303436804003,0.8159661752966536,1.0,1617.T
2009-10-07,0.8177711748859623,0.8021751345198876,1.0,1617.T
2009-10-08,0.8167343511542996,0.8011580844673031,1.0,1617.T
2009-10-09,0.813084734656713,0.7975780712621351,1.0,1617.T
2009-10-13,0.8102872399300429,0.7948339286735947,1.0,1625.T
2009-10-14,0.7980840078202212,0.7828634292724159,1.0,1625.T
2009-10-15,0.8111008501720487,0.7956320222300456,1.0,1625.T
2009-10-16,0.8127277941999808,0.797227938159272,1.0,1625.T
2009-10-19,0.8021516904221441,0.7868535354764364,1.0,1625.T
2009-10-20,0.8216765853417792,0.8060060633346471,1.0,1625.T
2009-10-21,0.8176089948918829,0.802016047525185,1.0,1625.T
2009-10-22,0.8102872399300428,0.7948339286735946,1.0,1625.T
