variant,rebalance,top_k,cash_rule,cost_bps,full_total_return,full_cagr,full_volatility,full_sharpe,full_sortino,full_max_drawdown,full_calmar,pre2018_total_return,pre2018_cagr,pre2018_volatility,pre2018_sharpe,pre2018_sortino,pre2018_max_drawdown,pre2018_calmar,holdout_total_return,holdout_cagr,holdout_volatility,holdout_sharpe,holdout_sortino,holdout_max_drawdown,holdout_calmar,cash_exposure,annualized_turnover,signal_count
weekly_top3_risk_off_0bp,weekly,3,risk_off,0.0,0.8506258363163925,0.036067855163944174,0.19149612096358595,0.28655622979761813,0.32910113706516486,-0.39722249753073935,0.09080013188616799,0.6388210822316835,0.05820845674661057,0.18879306153884853,0.4014956536389447,0.4726117670457484,-0.30942275918745255,0.1881195064625065,0.12924214630939534,0.014193417465240499,0.19419998546468625,0.17287706957107557,0.19450555289224608,-0.3972224975307397,0.03573165556702165,0.1996715157203191,33.13092444861567,907
weekly_top1_none_20bp,weekly,1,none,20.0,-0.32760570204305484,-0.02258910709180051,0.2538971998042417,0.03481845735090048,0.048324130116680825,-0.7156848421700914,-0.03156292513238938,-0.3765404976553284,-0.05267608998600615,0.24457831630642363,-0.10422839118251492,-0.15285402309799181,-0.6127059967744218,-0.08597286506630969,0.07848913269946922,0.008799984867696953,0.2630266023840583,0.16648636761772026,0.2207983922840988,-0.5204088041361595,0.016909754019831164,0.0,41.80290943219146,907
weekly_top3_none_30bp,weekly,3,none,30.0,0.24067715438396564,0.012491693826320427,0.21400081543070645,0.16727273585469235,0.21802158637803043,-0.45606544710045904,0.02739013425757036,0.1780198334660159,0.018941887936283264,0.21418123771606576,0.19708794675761035,0.2665163233156847,-0.41781229377066453,0.04533587981659627,0.05318868081669037,0.006027020641440783,0.21381620579387,0.1368699962364065,0.17214952152041574,-0.4519744513998556,0.013334870196255321,0.0,27.29704364148287,907
weekly_top3_current_20bp,weekly,3,current,20.0,-0.048666233623722244,-0.002867816474567797,0.19985305837548636,0.0859311791921701,0.10580886051856843,-0.49527536330196875,-0.005790347525966667,-0.09969634776609226,-0.011956704071524493,0.19586114980231198,0.035508194521608034,0.04439094835031145,-0.49527536330196875,-0.02414152804171385,0.05668100314349345,0.006413264647728845,0.20383441912412084,0.1352882679757085,0.16464794562527849,-0.40626138460690264,0.01578605521155869,0.10089160018770531,31.59361801970905,907
weekly_top1_dual_trend_5bp,weekly,1,dual_trend,5.0,-0.027866685708992756,-0.0016255986015044632,0.21943389460311077,0.10246638257972308,0.11598776507542631,-0.5301377505242615,-0.0030663702026442812,-0.04768130138741078,-0.005580009631932392,0.20349466550031636,0.07354468123165814,0.08384554900647889,-0.5301377505242615,-0.01052558439087621,0.0208067065230233,0.00239068411108434,0.23454896760900948,0.12849565478603847,0.14626703994614645,-0.5014170797950623,0.004767855359178138,0.3057250117315814,38.49178789300798,907
weekly_top3_dual_trend_0bp,weekly,3,dual_trend,0.0,0.6646545454380182,0.029770687970023912,0.1819519847910271,0.257354209616725,0.2722496311984701,-0.43850211855979015,0.06789177682379806,0.6165304137000245,0.05654990753993916,0.17535817398767217,0.4091312892326572,0.43001319040984626,-0.38733509566607305,0.14599737584505282,0.02977001319006667,0.003407311546209879,0.1884141431975804,0.11389463529930378,0.12173640934505889,-0.4385021185597897,0.007770342267446292,0.3057250117315814,29.070858751759733,907
weekly_top1_current_20bp,weekly,1,current,20.0,-0.5101611325975588,-0.04025046311312963,0.24119451539795717,-0.05400833123143213,-0.0712109336149133,-0.7625033849891166,-0.05278725826732446,-0.48817401560261797,-0.07384320151857426,0.2290768385633375,-0.22819337656595862,-0.31116152897719007,-0.6438309056966482,-0.11469347132174908,-0.04295818826163489,-0.00507832161034405,0.2529097965481724,0.10646857195231783,0.13730964537497328,-0.5120059462698564,-0.009918481703857954,0.10089160018770531,42.748944157672454,907
weekly_top1_risk_off_5bp,weekly,1,risk_off,5.0,-0.05362089683131932,-0.0031674984894018987,0.2306251910953197,0.10150113806601416,0.12554996799733967,-0.5606064226781944,-0.005650128791371593,-0.023418877560759777,-0.0027104925329936025,0.21932138355365027,0.09685664918328156,0.12591166396126477,-0.47730117065206157,-0.0056787887808669784,-0.030926277988174378,-0.0036359702401281835,0.24158965508939784,0.1060214094559115,0.12679639977051396,-0.5246575546930058,-0.006930177994398094,0.1996715157203191,43.4584702017832,907
weekly_top3_risk_off_5bp,weekly,3,risk_off,5.0,0.3982644349928046,0.01948502390667395,0.19152531356833508,0.20002026628306543,0.23040956444549776,-0.4371340560859691,0.044574481524363135,0.4286374363660712,0.04170294398564445,0.1888531077934366,0.3162372334800809,0.3734776430885369,-0.33211755050008784,0.12556681790182425,-0.021260118627805635,-0.0024886418058926996,0.19419821205529203,0.08501738622176223,0.09590526370287626,-0.43713405608596956,-0.005693086071068477,0.1996715157203191,33.13092444861567,907
weekly_top1_dual_trend_10bp,weekly,1,dual_trend,10.0,-0.2982027989335905,-0.020178035424242347,0.2195066046845705,0.014754469249392138,0.0167241182921164,-0.637686357713221,-0.0316425703328544,-0.19710308118120068,-0.024830134304432483,0.20357538738064856,-0.024650503209235217,-0.02815697373529404,-0.5605965074519065,-0.04429234569671781,-0.12591867695933456,-0.015483958699974099,0.23461474295790932,0.049631173402345866,0.056538849586760156,-0.5591860801595046,-0.027690171929096286,0.3057250117315814,38.49178789300798,907
weekly_top3_dual_trend_5bp,weekly,3,dual_trend,5.0,0.30173040976736765,0.015295369836798134,0.18196872827467866,0.1774518081451173,0.18837811332234394,-0.47688316899774996,0.03207362060804939,0.44211512397595465,0.04282384163790831,0.17536409543163797,0.33281111682850334,0.3513396158428647,-0.4143463016683757,0.10335277873961236,-0.09734639896261965,-0.011805191800466908,0.18843988892319147,0.030509107624953555,0.032697244890499993,-0.4768831689977513,-0.024754892954761788,0.3057250117315814,29.070858751759733,907
weekly_top1_none_30bp,weekly,1,none,30.0,-0.6695285713847119,-0.06174921099095232,0.2546140155797321,-0.12946106102698876,-0.17968529956089485,-0.8436030761866231,-0.07319699599731197,-0.5842378487841862,-0.09563309887748428,0.24553440389677111,-0.29620025588973053,-0.4342707940246951,-0.6787106090124995,-0.14090408726132503,-0.20514306641696423,-0.02627063280057962,0.2635114162764691,0.028528617284412996,0.037830455474366725,-0.6055983765741859,-0.0433796288378284,0.0,41.80290943219146,907
weekly_top1_risk_off_10bp,weekly,1,risk_off,10.0,-0.34502513529087075,-0.024064830401574033,0.23074505372942514,0.00727852768599196,0.009015675764690844,-0.6886433541016281,-0.03494527357047957,-0.20353633692083684,-0.025728250809483266,0.21950420712302543,-0.011887511188090944,-0.01547905751966529,-0.5170573591669643,-0.04975898776672337,-0.17764626928870975,-0.022423281218841518,0.2416513515312208,0.025017422356864334,0.02994778823365404,-0.5876240231213639,-0.038159231645657835,0.1996715157203191,43.4584702017832,907
weekly_top3_risk_off_10bp,weekly,3,risk_off,10.0,0.05628357895807645,0.0031570424968865307,0.1916050996988194,0.11348070604465296,0.1308113229201113,-0.504039136903886,0.006263486832151566,0.24529861461780822,0.02544432911255856,0.18896327992287856,0.23097172666667953,0.2731304707909912,-0.36605517672911503,0.06950954591030863,-0.1517829004553547,-0.018906904991817464,0.19424748745118978,-0.0028431544179347602,-0.003207765144342017,-0.504039136903883,-0.03751078757089231,0.1996715157203191,33.13092444861567,907
weekly_top3_current_30bp,weekly,3,current,30.0,-0.4431939843571402,-0.033144787193090886,0.20020182900238412,-0.07202735919145974,-0.08872569608463181,-0.6523773164398766,-0.05080616133921867,-0.3189565993654242,-0.04304220342514242,0.196281983901457,-0.13077399920939284,-0.16377283052970942,-0.5499463614864065,-0.078266184558085,-0.1824221259261234,-0.02308327621921491,0.20411236859161333,-0.01454614949992603,-0.017686951780396074,-0.49905886978719083,-0.046253613785199536,0.10089160018770531,31.59361801970905,907
weekly_top1_current_30bp,weekly,1,current,30.0,-0.7630595394214741,-0.07954809734111734,0.24192355540166352,-0.23054992451597586,-0.3046192158968766,-0.8795505514469552,-0.09044175711134758,-0.6606728429813837,-0.11643253702705159,0.23000151530163143,-0.43570331180020233,-0.5956808131709668,-0.7377774400454267,-0.15781525797248905,-0.3017344598636802,-0.040789733653627924,0.2534530527573177,-0.0415815240930043,-0.05369514943266732,-0.6278297657903417,-0.0649694166734511,0.10089160018770531,42.748944157672454,907
weekly_top3_dual_trend_10bp,weekly,3,dual_trend,10.0,0.017766769321923448,0.0010142790872460505,0.18203285015246531,0.09753871604745036,0.10366648515677922,-0.5342939228102349,0.0018983541529187333,0.2864223750404604,0.02926730238825348,0.17541580699817333,0.2564291432633257,0.27115776444931805,-0.44018616219579554,0.06648846533988803,-0.20883934462822407,-0.026796756686215395,0.18851452318066528,-0.05283993112397502,-0.056675851450389836,-0.5342939228102335,-0.05015358689702497,0.3057250117315814,29.070858751759733,907
weekly_top1_dual_trend_20bp,weekly,1,dual_trend,20.0,-0.6346090932190203,-0.05630828149016376,0.21989440151764775,-0.16031824457941812,-0.18227424739591466,-0.8039878859245586,-0.07003623123675695,-0.42958352090434393,-0.062274729812148766,0.2040070533465146,-0.22051496306139767,-0.2528977644415714,-0.6157959922519033,-0.1011288325934315,-0.35943136257164954,-0.05033413247937668,0.23496514322537917,-0.10786464334769498,-0.12312403637001927,-0.6653312946183105,-0.07565273554170113,0.3057250117315814,38.49178789300798,907
weekly_top1_risk_off_20bp,weekly,1,risk_off,20.0,-0.6866261320546841,-0.06461403798315468,0.2312421387842397,-0.18067202699067642,-0.22447735197390495,-0.8443200175941733,-0.07652790012875396,-0.47056218193054355,-0.07024755392298188,0.2201634466492964,-0.22852814820193693,-0.29854097070948954,-0.6025283484043998,-0.1165879648800088,-0.4081007112638789,-0.058995734097113894,0.2419985460602521,-0.1367399525770752,-0.16406722498115192,-0.6907588709417299,-0.08540713203825155,0.1996715157203191,43.4584702017832,907
weekly_top3_risk_off_20bp,weekly,3,risk_off,20.0,-0.39754579801827394,-0.02874934512464533,0.19191616012278803,-0.059335505909204396,-0.06847050048237262,-0.6315432068201876,-0.04552237252206058,-0.05406956526901274,-0.006346310709315128,0.18933361197894108,0.060690525658028814,0.07192154906152405,-0.4289093343036029,-0.01479639215504436,-0.36310940016106474,-0.05096801069585133,0.19449898926800757,-0.17829026121229055,-0.20117351543074466,-0.6150370400880132,-0.08286982307367649,0.1996715157203191,33.13092444861567,907
weekly_top3_dual_trend_20bp,weekly,3,dual_trend,20.0,-0.37813928876414427,-0.026975127260081888,0.1823029921771202,-0.062070337597292,-0.06608557142645,-0.6309934765442192,-0.04275024744759228,0.02341904601673206,0.002654876499543324,0.1756564029272529,0.10371915912030455,0.1099593261656358,-0.4885495584901084,0.005434201000505207,-0.39236941734061825,-0.05612931190318782,0.18881018741518862,-0.21917010693492375,-0.23534567383746025,-0.63099347654422,-0.08895387034837955,0.3057250117315814,29.070858751759733,907
weekly_top1_dual_trend_30bp,weekly,1,dual_trend,30.0,-0.8100083148931105,-0.09117482569619029,0.2206037990692311,-0.334286502083384,-0.3810757964361223,-0.8942107277978285,-0.10196123001199774,-0.5950266671675408,-0.09835236872405873,0.20479691895488786,-0.41482547862308483,-0.4773668785735869,-0.6641516656077906,-0.1480872123298113,-0.5308538372686106,-0.0840170295452799,0.2356061450548061,-0.26456469427943896,-0.3025341038426203,-0.7463521878295287,-0.11257021941559564,0.3057250117315814,38.49178789300798,907
weekly_top1_risk_off_30bp,weekly,1,risk_off,30.0,-0.8502876404648237,-0.10355490108804599,0.23208037424434666,-0.3672755889812918,-0.45748655167683133,-0.9227986012388643,-0.11221831171939656,-0.6483523581655519,-0.11281590473912584,0.2212110097512133,-0.44309607790890526,-0.5802049386760725,-0.7282565131126267,-0.1549123182667349,-0.5742546181906174,-0.09426937361004784,0.24264296065720967,-0.2976687770077188,-0.357983623602564,-0.7698171844592887,-0.12245683197662265,0.1996715157203191,43.4584702017832,907
weekly_top3_risk_off_30bp,weekly,3,risk_off,30.0,-0.656641233481351,-0.05968073003193297,0.19242832224270837,-0.23135038742115388,-0.26710705982569716,-0.7813881410104198,-0.0763778292754217,-0.2817293376286196,-0.03719118885671979,0.1899028869779278,-0.10881173265848094,-0.12911092119160644,-0.4856096597299455,-0.07658659195000846,-0.5219646513404212,-0.08202125585452213,0.19495370140116222,-0.35291597496034716,-0.39813877192769537,-0.7012974284126045,-0.11695644748074761,0.1996715157203191,33.13092444861567,907
weekly_top3_dual_trend_30bp,weekly,3,dual_trend,30.0,-0.6202849638594338,-0.05421704468964461,0.1827615715507445,-0.2209789874233853,-0.23545801743133785,-0.7559768153872617,-0.07171786698494322,-0.18605848748305187,-0.023303005450880376,0.17607921177087832,-0.04852279951752622,-0.051525883645929305,-0.532800279444759,-0.04373684915324156,-0.5334860916893455,-0.08461443105755706,0.18930022087164475,-0.3845848841402458,-0.4130040583627016,-0.7077081161003798,-0.11956119921840141,0.3057250117315814,29.070858751759733,907
