0,full_equal_weight_10bp,strategy_core025_10bp,cashmatched_core025_10bp,strategy_core050_10bp,cashmatched_core050_10bp,strategy_core075_10bp,cashmatched_core075_10bp
2009-07-09,1.0453281203904001,1.0122850547775042,1.0122850547775042,1.0239444672165872,1.0239444672165872,1.0349641311058029,1.0349641311058029
2009-07-10,1.0435795707059095,1.011881241171807,1.011881241171807,1.0231147945476282,1.0231147945476282,1.0336862957832287,1.0336862957832287
2009-07-13,1.0199340556411236,1.006420498030465,1.006420498030465,1.0118951890844745,1.0118951890844745,1.016406218106144,1.016406218106144
2009-07-14,1.0378764951744528,1.0105641613574055,1.0105641613574055,1.020408731380292,1.020408731380292,1.029518503797652,1.029518503797652
2009-07-15,1.0362931989260475,1.0101985117149468,1.0101985117149468,1.019657470128857,1.019657470128857,1.0283614352337693,1.0283614352337693
2009-07-16,1.0434350885396226,1.0118478741676866,1.0118478741676866,1.0230462389294588,1.0230462389294588,1.0335807086116426,1.0335807086116426
2009-07-17,1.053057310982711,1.0140700497078088,1.0140700497078088,1.0276119055767856,1.0276119055767856,1.0406126024311342,1.0406126024311342
2009-07-21,1.0802116131326835,1.0203411192453982,1.0203411192453982,1.0404964021045722,1.0404964021045722,1.0604568921043735,1.0604568921043735
2009-07-22,1.086237988792649,1.0217328626462985,1.0217328626462985,1.0433558685654343,1.0433558685654343,1.0648609509387943,1.0648609509387943
2009-07-23,1.0859711917588466,1.021671247998934,1.021671247998934,1.0432292755328951,1.0432292755328951,1.0646659763968784,1.0646659763968784
2009-07-24,1.097913380504842,1.024429201255974,1.024429201255974,1.0488957474084064,1.0488957474084064,1.0733932952393654,1.0733932952393654
2009-07-27,1.1053868227211412,1.0261551331383227,1.0261551331383227,1.0524418352347369,1.0524418352347369,1.0788548663516473,1.0788548663516473
2009-07-28,1.109351071948383,1.027070644884162,1.027070644884162,1.0543228393983342,1.0543228393983342,1.081751928834337,1.081751928834337
2009-07-29,1.1070046275309975,1.0265287522578574,1.0265287522578574,1.0532094705191977,1.0532094705191977,1.0800371536777675,1.0800371536777675
2009-07-30,1.109576595809814,1.027122727821503,1.027122727821503,1.0544298486447325,1.0544298486447325,1.0819167410548738,1.0819167410548738
2009-07-31,1.126174781248096,1.0309559463850437,1.0309559463850437,1.062305553255588,1.062305553255588,1.0940466495337684,1.0940466495337684
2009-08-03,1.1326806798069937,1.032458359746556,1.032458359746556,1.0653927539240267,1.0653927539240267,1.0988013579953129,1.0988013579953129
2009-08-04,1.1367280766821626,1.0333806781045625,1.0333806781045625,1.0672962327155049,1.0672962327155049,1.1017461101629358,1.1017461101629358
2009-08-05,1.12771869287391,1.03132762515795,1.03132762515795,1.0630591461306662,1.0630591461306662,1.095191180336048,1.095191180336048
2009-08-06,1.135403426325825,1.0330788175805588,1.0330788175805588,1.0666732535668868,1.0666732535668868,1.1007823383539248,1.1007823383539248
2009-08-07,1.1344226496344012,1.032855318779847,1.032855318779847,1.066211997186828,1.066211997186828,1.1000687576557375,1.1000687576557375
2009-08-10,1.1474502225276264,1.0358240342308578,1.0358240342308578,1.0723388262257167,1.0723388262257167,1.1095471890276523,1.1095471890276523
2009-08-11,1.1544044573636183,1.0374087610696001,1.0374087610696001,1.0756093823212856,1.0756093823212856,1.1146068604013895,1.1146068604013895
2009-08-12,1.1394376627913738,1.0339981369523608,1.0339981369523608,1.068570543056606,1.068570543056606,1.1037175154425647,1.1037175154425647
2009-08-13,1.1506354988172516,1.0365498930699717,1.0365498930699717,1.0738368522531363,1.0738368522531363,1.1118646907571952,1.1118646907571952
2009-08-14,1.1572292533537212,1.0380524738755468,1.0380524738755468,1.0769378755289574,1.0769378755289574,1.1166620885817493,1.1166620885817493
2009-08-17,1.1287146179828653,1.0315545759709093,1.0315545759709093,1.0635275267667306,1.0635275267667306,1.0959157825220551,1.0959157825220551
2009-08-18,1.1282404919348668,1.0314465324131448,1.0314465324131448,1.0633045466872653,1.0633045466872653,1.095570824083179,1.095570824083179
2009-08-19,1.1194569084699788,1.0294449347125465,1.0294449347125465,1.0591736533367346,1.0591736533367346,1.0891801791216207,1.0891801791216207
2009-08-20,1.1383718442790105,1.0337552588728014,1.0337552588728014,1.0680692917594337,1.0680692917594337,1.102942061126772,1.102942061126772
2009-08-21,1.1266929806434092,1.031093886473704,1.031093886473704,1.062576756699351,1.062576756699351,1.0944449060251058,1.0944449060251058
2009-08-24,1.152364007159752,1.0369437845082037,1.0369437845082037,1.0746497646193607,1.0746497646193607,1.1131222962862104,1.1131222962862104
2009-08-25,1.1467010437384024,1.03565331182037,1.03565331182037,1.071986489654756,1.071986489654756,1.109002111306947,1.109002111306947
2009-08-26,1.1585526706378584,1.0383540534078015,1.0383540534078015,1.077560274767363,1.077560274767363,1.1176249632481896,1.1176249632481896
2009-08-27,1.1458815144641004,1.0354665579837867,1.0354665579837867,1.071601067458529,1.071601067458529,1.108405848898944,1.108405848898944
2009-08-28,1.151619792411557,1.0367741933003904,1.0367741933003904,1.0742997626222288,1.0742997626222288,1.1125808302376567,1.1125808302376567
2009-08-31,1.1477557922507553,1.0358936672750059,1.0358936672750059,1.072482534763632,1.072482534763632,1.1097695114566832,1.1097695114566832
2009-09-01,1.1501605090832996,1.036440762848676,1.036440762848676,1.073612756907259,1.073612756907259,1.1115189166735862,1.1115189166735862
2009-09-02,1.1281889764709794,1.0314909771792355,1.0314909771792355,1.063358137001994,1.063358137001994,1.0955938953826214,1.0955938953826214
2009-09-03,1.122374415305437,1.0301810625711327,1.0301810625711327,1.0606443474944238,1.0606443474944238,1.0913794870392108,1.0913794870392108
2009-09-04,1.1139979302434786,1.0282939932231931,1.0282939932231931,1.0567348491463502,1.0567348491463502,1.0853081899062864,1.0853081899062864
2009-09-07,1.1253819488683567,1.0308586050436024,1.0308586050436024,1.0620480326211854,1.0620480326211854,1.0935593548193914,1.0935593548193914
2009-09-08,1.1281954563924308,1.031492436987384,1.031492436987384,1.0633611613304592,1.0633611613304592,1.0955985920457487,1.0955985920457487
2009-09-09,1.1238237439338037,1.0305075698840989,1.0305075698840989,1.0613207825189603,1.0613207825189603,1.0924299640210213,1.0924299640210213
2009-09-10,1.1436491694528088,1.034973876757453,1.034973876757453,1.0705737648550009,1.0705737648550009,1.1067994815719069,1.1067994815719069
2009-09-11,1.1351258382654197,1.0330537256550407,1.0330537256550407,1.0665957300407904,1.0665957300407904,1.1006217500033315,1.1006217500033315
2009-09-14,1.1178330247084727,1.0291579700771851,1.0291579700771851,1.0585247759909273,1.0585247759909273,1.0880878758792913,1.0880878758792913
2009-09-15,1.1158338130790402,1.028707584150625,1.028707584150625,1.0575916979152304,1.0575916979152304,1.0866388423354953,1.0866388423354953
2009-09-16,1.1139534939648488,1.028283982539867,1.028283982539867,1.0567141097124928,1.0567141097124928,1.0852759823814055,1.0852759823814055
2009-09-17,1.1246033890530491,1.0306832097134444,1.0306832097134444,1.0616846608382347,1.0616846608382347,1.0929950527356982,1.0929950527356982
2009-09-18,1.1223367299425395,1.0301725727460251,1.0301725727460251,1.060626758868299,1.060626758868299,1.0913521725947843,1.0913521725947843
2009-09-24,1.1334200146276023,1.0326694346933656,1.0326694346933656,1.0657995828925744,1.0657995828925744,1.0993853648029817,1.0993853648029817
2009-09-25,1.1068763679651001,1.026689635096178,1.026689635096178,1.0534110521411515,1.0534110521411515,1.0801464639170615,1.0801464639170615
2009-09-28,1.0853493520198965,1.0218399909265383,1.0218399909265383,1.043363898394177,1.043363898394177,1.064543629408099,1.064543629408099
2009-09-29,1.0854718953102314,1.021867597695401,1.021867597695401,1.0434210921678886,1.0434210921678886,1.0646324490886414,1.0646324490886414
2009-09-30,1.092161428115597,1.0233746274597555,1.0233746274597555,1.0465432510756545,1.0465432510756545,1.069481039045098,1.069481039045098
2009-10-01,1.0784748131258444,1.0202883460063699,1.0202883460063699,1.0401544219739098,1.0401544219739098,1.0595617350696327,1.0595617350696327
2009-10-02,1.0535991840047136,1.014404964636919,1.014404964636919,1.0281585481181577,1.0281585481181577,1.0412321938287898,1.0412321938287898
2009-10-05,1.0448350775500213,1.0123321494978792,1.0123321494978792,1.0239321981039757,1.0239321981039757,1.0347743852677207,1.0347743852677207
2009-10-06,1.0493942198994186,1.0134104407454496,1.0134104407454496,1.0261307715047718,1.0261307715047718,1.0381337771974375,1.0381337771974375
2009-10-07,1.066830469344894,1.0175343205734162,1.0175343205734162,1.0345391236251078,1.0345391236251078,1.0509816312854765,1.0509816312854765
2009-10-08,1.0675254847172724,1.017698699953468,1.017698699953468,1.0348742836604286,1.0348742836604286,1.0514937515164464,1.0514937515164464
2009-10-09,1.0779981187771575,1.0201756021382118,1.0201756021382118,1.0399245437566895,1.0399245437566895,1.059210484105045,1.059210484105045
2009-10-13,1.080671868964802,1.0208079757744304,1.0208079757744304,1.0412139169748138,1.0412139169748138,1.061180629828536,1.061180629828536
2009-10-14,1.075857026518424,1.0196692084207315,1.0196692084207315,1.038892036296306,1.038892036296306,1.0576328259615744,1.0576328259615744
2009-10-15,1.087629513646532,1.0224535412753637,1.0224535412753637,1.04456912972255,1.04456912972255,1.066307351830697,1.066307351830697
2009-10-16,1.0837185532953584,1.021528552759306,1.021528552759306,1.0426831317122454,1.0426831317122454,1.0634255710846074,1.0634255710846074
2009-10-19,1.0901088282978337,1.0230399286007836,1.0230399286007836,1.0457647395164131,1.0457647395164131,1.0681342282457122,1.0681342282457122
2009-10-20,1.1004291227419134,1.0254808006592904,1.0254808006592904,1.0507415362720876,1.0507415362720876,1.0757387097930637,1.0757387097930637
2009-10-21,1.0995071992961662,1.025262754828234,1.025262754828234,1.0502969534514486,1.0502969534514486,1.0750593929509675,1.0750593929509675
2009-10-22,1.0916983528098103,1.023415870003291,1.023415870003291,1.0465312622621676,1.0465312622621676,1.0693054651601126,1.0693054651601126
2009-10-23,1.085004068688032,1.0218325923988494,1.0218325923988494,1.0433030509277574,1.0433030509277574,1.064372799686988,1.064372799686988
2009-10-26,1.0934037786667428,1.0238192234487375,1.0238192234487375,1.0473536765758111,1.0473536765758111,1.0705621036726756,1.0705621036726756
2009-10-27,1.0728963250138783,1.018968967394162,1.018968967394162,1.0374642854000327,1.0374642854000327,1.0554512409224526,1.0554512409224526
2009-10-28,1.0642348632108778,1.0169204289328495,1.0169204289328495,1.0332874341256681,1.0332874341256681,1.0490690658003277,1.0490690658003277
2009-10-29,1.05504441165442,1.0147467781198065,1.0147467781198065,1.0288554860124437,1.0288554860124437,1.042297105983522,1.042297105983522
2009-10-30,1.0697917912523494,1.0182347083326337,1.0182347083326337,1.0359671737007514,1.0359671737007514,1.0531636734668341,1.0531636734668341
2009-11-02,1.0530830559871853,1.0135217713521214,1.0135233513786381,1.0273964833855784,1.0274011441682032,1.0405949101749852,1.0406046711848338
2009-11-04,1.0554960640756712,1.016483842461152,1.0158457133526928,1.0301829473527941,1.0297553053684072,1.0431982368155286,1.0429890866155154
2009-11-05,1.0485795459111957,1.0099042042892201,1.0091890183939471,1.0234872028228772,1.0230074627975467,1.0363901073914543,1.036154524926038
2009-11-06,1.0448938472446678,1.0117223434265414,1.0056417752364077,1.0235172893489723,1.0194116485780307,1.0345843482836914,1.0325124995158264
2009-11-09,1.0407568337658983,1.0129255556636023,1.0016601711816635,1.0229850437243844,1.0153755259214539,1.0322708296932566,1.0284245070955833
2009-11-10,1.0440893498533483,1.0165485602949211,1.0048674992782203,1.0265171885054225,1.0186267707513268,1.0357060883636213,1.0317175349224799
2009-11-11,1.0417136863766705,1.0154851099203699,1.002581079042949,1.025025943842339,1.0163090434265725,1.0337771417561075,1.029370021592986
2009-11-12,1.0350909356670979,1.0121536518612344,0.9962071159862373,1.0206208309023548,1.0098478040989893,1.0282741832860827,1.02282574639523
2009-11-13,1.0333670787422384,1.0077802543539012,0.9945480167937781,1.0171047161824516,1.0081659874873616,1.0256418339276527,1.0211223161118688
2009-11-16,1.0265938254935165,0.9981618000121033,0.9880292049172111,1.008401950888326,1.0015579159796928,1.0178880855404353,1.0144293217372413
2009-11-17,1.023360228289674,0.9916042817389187,0.984917079756319,1.0029188508175104,0.9984031776633571,1.013513690692113,1.0112340406661826
2009-11-18,1.0126890409409128,0.9813192265640646,0.9746467620416662,0.9924979824535073,0.9879922323638213,1.0029640000555065,1.0006893003068384
2009-11-19,1.0000427107801104,0.9700496608348474,0.962475498954348,0.9807694668270809,0.9756543127639685,0.9907762263164085,0.9881928213597527
2009-11-20,1.0012992301806023,0.968793252553209,0.963684816440389,0.9803290183687743,0.9768801889780006,0.9911739823683415,0.989434451780214
2009-11-24,0.9905504459034725,0.9585655670377082,0.9533398167731119,0.9699216852893022,0.9663935391340449,0.9805928079476836,0.9788130339682505
2009-11-25,0.9931113456078402,0.9658418364881675,0.955804514724673,0.9756717493549413,0.968891985264584,0.9847700394601617,0.981343588590367
2009-11-26,0.9907122951329587,0.9615047159020805,0.9534955860379901,0.971960575535012,0.9665514412886865,0.9817053143082198,0.9789729653841759
2009-11-27,0.9694044804134071,0.9297126136266429,0.9329882123200924,0.9435463334364906,0.9457632678410856,0.956788115407804,0.957917635129032
2009-11-30,1.0033295846249184,0.9623331117397091,0.9656388993868292,0.9766235768055908,0.9788610284448384,0.9903005992375941,0.9914407477764361
2009-12-01,1.0249541162113993,0.9857534187372935,0.9862239943960213,0.9994843309026428,0.9998113188905373,1.0125635705667555,1.0127437620534616
2009-12-02,1.0259196762509433,0.9909740492334099,0.9869208000851492,1.0033270866465434,1.0005962140721325,1.0149870353167458,1.0136183145339228
2009-12-03,1.0580456547621404,1.0184566230921839,1.0101048214599109,1.03234656499569,1.02671113671265,1.0455554544919854,1.0427163022752952
2009-12-04,1.057986263674536,1.0227950767843002,1.0100619613103279,1.035259850293932,1.0266628582249526,1.0470018221909163,1.0426625090145403
2009-12-07,1.069259775189419,1.0350615041812221,1.0181975993217451,1.047215833637645,1.0358269956222166,1.058626655490977,1.0528734509084332
2009-12-08,1.0651054125287458,1.0317183883107817,1.0151995635517221,1.043605668731143,1.0324499511077179,1.0547458812130548,1.0491106520965197
2009-12-09,1.051460160769297,1.0186570875651546,1.0053523363818226,1.0303414540212794,1.0213578471276261,1.0412868381975202,1.0367515151355708
2009-12-10,1.0378611278315437,1.007927833054556,0.9955384634691246,1.0186686161720604,1.0103033140172495,1.0286567260253139,1.0244342407036233
2009-12-11,1.054622280815218,1.0276590820062805,1.0076343107256904,1.0374542257715336,1.0239283064320945,1.0464517096751276,1.039615593821949
2009-12-14,1.0498503113671387,1.0275361689522786,1.0041905730774996,1.0358200131629194,1.0200492148447031,1.0432667698828493,1.0352933999172864
2009-12-15,1.049862674719792,1.0271679787372423,1.0041994952098507,1.035575152626461,1.0200592649042837,1.043148844440429,1.0353045979788127
2009-12-16,1.065319343664981,1.0324373574857335,1.0153539490137395,1.0441611963721549,1.0326238538285715,1.055132952321876,1.049304419442081
2009-12-17,1.0643691220576235,1.0319627449050106,1.0146682124517212,1.0435315109855958,1.0318514271222894,1.0543446223540223,1.0484437596905705
2009-12-18,1.0618502265617824,1.0250699402027936,1.0128504272908423,1.0380535323749887,1.0298038393424958,1.0503255682310653,1.0461622792919505
2009-12-21,1.0599814332769084,1.0229845752796392,1.0115017946430793,1.0360364724421935,1.0282847138768358,1.0483807398188505,1.0444696265973261
2009-12-22,1.0722480869940616,1.0335592772797482,1.0203541432766365,1.047171750066674,1.0382561677508346,1.0600804185003119,1.0555801034148644
2009-12-24,1.083825511352667,1.0491951968909632,1.0287091029147075,1.0615041383638222,1.0476673531998955,1.0730591225192496,1.0660663132573427
2009-12-25,1.0804240412286554,1.0448231773820411,1.0262543992849578,1.057443210852145,1.0449023283424694,1.0693219130569662,1.062985444111625
2009-12-28,1.0888261495768488,1.05083311449299,1.03231786158447,1.0642367515079634,1.0517323276047126,1.0769134016207829,1.0705956230710676
2009-12-29,1.091620691732554,1.0543546589123662,1.034334569808562,1.0675255159118633,1.0540039861064596,1.0799596818257513,1.0731267694254458
2009-12-30,1.0800115158776038,1.0463552654127686,1.025956696397773,1.0583447387987421,1.0445669901479857,1.069574806530947,1.062611800781081
2010-01-04,1.0894331074755508,1.0539155497842598,1.0325410280350673,1.06652372587866,1.0520947966858722,1.0783807488596742,1.0711007707815117
2010-01-05,1.0973175695965647,1.057683926615453,1.040013749919571,1.0716389189304671,1.0597090334070303,1.0848690162443808,1.0788525578321042
2010-01-06,1.1118271464478333,1.0676246216312106,1.0537656115947487,1.0830801501404286,1.0737213212681058,1.097834418700031,1.0931179760963974
2010-01-07,1.1135585445659073,1.063470554540993,1.055406593111197,1.080842637871175,1.0753933789084673,1.0975601413459015,1.0948202392698527
2010-01-08,1.1215210584787272,1.0784126546235753,1.0629532907880628,1.0935215653821313,1.0830829923401986,1.107910950651754,1.1026487647028118
2010-01-12,1.1360153068557726,1.0994187824996673,1.0766906244684291,1.1124230015930274,1.0970804770822384,1.1246403383486592,1.11689911243139
2010-01-13,1.1228761988641731,1.0833776696806239,1.0642376634008637,1.0973133881561128,1.0843916877878799,1.1104986359425961,1.1039811015864704
2010-01-14,1.13677175024199,1.107257020036137,1.077407565073865,1.1179578522057776,1.0978109947663126,1.1278129149776452,1.117642826835212
2010-01-15,1.1437930637367433,1.1169816130749977,1.0840622134449138,1.1268096936612775,1.1045916656886858,1.1357630815949094,1.124545989814677
2010-01-18,1.1330653691906387,1.1046794699002154,1.0738947376457357,1.115009448123227,1.0942316430907446,1.1244879337643952,1.1139988145744577
2010-01-19,1.1261111348885495,1.093576248761879,1.0673036654759953,1.1052494156230686,1.0875157523454042,1.1161118225763422,1.107161602018633
2010-01-20,1.1209591017557072,1.0853401767111683,1.0624206804161942,1.0980117837150971,1.0825402956475838,1.1099028918839569,1.1020962642555219
2010-01-21,1.1318680417183598,1.0984510998624346,1.0727599366830713,1.1104168109742998,1.0930753518096463,1.1215734957259045,1.1128216350214992
2010-01-22,1.1131780143130372,1.074556204787796,1.0550459348056973,1.0881973083546999,1.0750258906282975,1.1010900242978632,1.0944461123552598
2010-01-25,1.1050242776211199,1.0669277055828974,1.0473180003336964,1.0803900434836282,1.067151608225598,1.0931074851353266,1.0864295819271554
2010-01-26,1.086499526041791,1.0444226716420253,1.0297606432930817,1.0591621331502155,1.0492617583460837,1.0732071213854828,1.068216553922955
2010-01-27,1.0781798381096068,1.027027518868056,1.0218754238413486,1.0447117186101331,1.0412272123758555,1.0617839461221648,1.0600368647840108
2010-01-28,1.0847332943280477,1.0359220899019261,1.0280866472515235,1.0528509193174775,1.0475560609673098,1.0691422755725206,1.0664800433129986
2010-01-29,1.0699255937919707,1.0214978051756838,1.0140522304255235,1.0382875848131776,1.0332558670609677,1.0544509169560063,1.0519215180131332
2010-02-01,1.0659507550173555,1.0112417127820892,1.0102849646003411,1.0300707552473025,1.0294172585555512,1.0483288049133241,1.048013565477077
2010-02-02,1.0830257546972997,1.0383838093327722,1.0264682782909649,1.054002489738205,1.0459070441086171,1.0689031283626627,1.06480123715034
2010-02-03,1.0892062407654302,1.0369774595854304,1.0323260086965804,1.0550382827906022,1.0518757054138874,1.0724693607721303,1.0708777216503553
2010-02-04,1.0871792283550827,1.0264898178072113,1.0304048503770304,1.0472634092730249,1.0499181651159926,1.0675162677737098,1.0688848186072877
2010-02-05,1.0628554889905206,1.0034964874313732,1.0073513387141257,1.0238141026735632,1.0264280770639609,1.0436229808553754,1.044970384758254
2010-02-08,1.0536944865090452,0.9900100892005381,0.9986687396126782,1.0117048810695939,1.017581051049192,1.0329562739206473,1.0359635382142043
2010-02-09,1.0494070876751835,0.9947822464778939,0.9946052361546549,1.0135645285590016,1.0134405949041834,1.031794318354749,1.0317482851949178
2010-02-10,1.0523668173151735,0.9967840412601472,0.9974104035983564,1.0158772752825556,1.0162988852686519,1.034426588663088,1.034658210253138
2010-02-12,1.0636102341823068,1.0115741107818301,1.0080666698077778,1.0295425671233394,1.0271569547560864,1.0469091157183086,1.0457124295438573
2010-02-15,1.0536721921984575,0.9982577387815221,0.9986476095495144,1.0172985121402247,1.017559520834988,1.0357917002607862,1.0359416190591035
2010-02-16,1.0561536575839454,1.001176363291903,1.0009994885245368,1.0200798041487171,1.0199559385703343,1.0384272168315944,1.0383813278111376
2010-02-17,1.0790645905051042,1.0252948304295928,1.022713972937878,1.043838084664214,1.0420816415145246,1.0617830038019933,1.0609067290889094
2010-02-18,1.0791887678830248,1.0236740290128867,1.0228316655585419,1.0427774303207946,1.0422015629418062,1.061304338816736,1.0610288168832784
2010-02-19,1.0599842037265832,1.0048641654712778,1.004629996928325,1.023817986046135,1.0236551998076515,1.0422130479017655,1.0421474157863788
2010-02-22,1.0849646631951542,1.0308602540858653,1.028305933636578,1.049517943441369,1.0477795000931518,1.0675745383711588,1.066707518841502
2010-02-23,1.0814768451290957,1.0250461162212388,1.0250002554569675,1.044446207169568,1.0444112205595968,1.0632786425625995,1.0632783917172517
2010-02-24,1.068799863208454,1.0102127581370142,1.012985287438369,1.0302897485653817,1.0321687188172974,1.0498412462375024,1.0508147305587925
2010-02-25,1.0639450009996263,1.0027779115310052,1.0083839545234115,1.0236770785947347,1.027480248058069,1.0440890047130524,1.0460415631029558
2010-02-26,1.0685836516870548,1.0089017098160693,1.012780366856236,1.0293297975047897,1.0319599175470893,1.0492464445281826,1.0506021573171374
2010-03-01,1.0742979743825063,1.0134841001039985,1.0181962777460363,1.0342831121375797,1.0374783923696504,1.05457853374172,1.0562203227662994
