0,full_equal_weight_10bp,top3_core050_10bp,cashmatched_top3_core050_10bp,top3_core075_10bp,cashmatched_top3_core075_10bp,top5_core050_10bp,cashmatched_top5_core050_10bp,top5_core075_10bp,cashmatched_top5_core075_10bp,top7_core050_10bp,cashmatched_top7_core050_10bp,top7_core075_10bp,cashmatched_top7_core075_10bp
2009-05-29,1.073459883181213,1.0367485751950063,1.0367485751950063,1.0551088875892096,1.0551088875892096,1.0367485751950063,1.0367485751950063,1.0551088875892096,1.0551088875892096,1.0367485751950063,1.0367485751950063,1.0551088875892096,1.0551088875892096
2009-06-01,1.0910329805466117,1.0455305065172849,1.0455305065172849,1.0682877623077451,1.0682877623077451,1.0455305065172849,1.0455305065172849,1.0682877623077451,1.0682877623077451,1.0455305065172849,1.0455305065172849,1.0682877623077451,1.0682877623077451
2009-06-02,1.0893584646340737,1.0447281671281814,1.0447281671281814,1.0670580573705093,1.0670580573705093,1.0447281671281814,1.0447281671281814,1.0670580573705093,1.0670580573705093,1.0447281671281814,1.0447281671281814,1.0670580573705093,1.0670580573705093
2009-06-03,1.0925479253835022,1.046256387893422,1.046256387893422,1.069400283921673,1.069400283921673,1.046256387893422,1.046256387893422,1.069400283921673,1.069400283921673,1.046256387893422,1.046256387893422,1.069400283921673,1.069400283921673
2009-06-04,1.087643128406254,1.0439062688047132,1.0439062688047132,1.0657983754453775,1.0657983754453775,1.0439062688047132,1.0439062688047132,1.0657983754453775,1.0657983754453775,1.0439062688047132,1.0439062688047132,1.0657983754453775,1.0657983754453775
2009-06-05,1.094370531202029,1.0471296841267177,1.0471296841267177,1.0707387408195117,1.0707387408195117,1.0471296841267177,1.0471296841267177,1.0707387408195117,1.0707387408195117,1.0471296841267177,1.0471296841267177,1.0707387408195117,1.0707387408195117
2009-06-08,1.1040309583761936,1.0517584494787593,1.0517584494787593,1.0778330149932778,1.0778330149932778,1.0517584494787593,1.0517584494787593,1.0778330149932778,1.0778330149932778,1.0517584494787593,1.0517584494787593,1.0778330149932778,1.0778330149932778
2009-06-09,1.0947442700820103,1.0473087600151,1.0473087600151,1.071013201362113,1.071013201362113,1.0473087600151,1.0473087600151,1.071013201362113,1.071013201362113,1.0473087600151,1.0473087600151,1.071013201362113,1.071013201362113
2009-06-10,1.1189969857979394,1.058929377631165,1.058929377631165,1.0888235333117546,1.0888235333117546,1.058929377631165,1.058929377631165,1.0888235333117546,1.0888235333117546,1.058929377631165,1.058929377631165,1.0888235333117546,1.0888235333117546
2009-06-11,1.122171335068371,1.0604503577755575,1.0604503577755575,1.0911546625301358,1.0911546625301358,1.0604503577755575,1.0604503577755575,1.0911546625301358,1.0911546625301358,1.0604503577755575,1.0604503577755575,1.0911546625301358,1.0911546625301358
2009-06-12,1.1355600723916988,1.0668655320025882,1.0668655320025882,1.1009868750917338,1.1009868750917338,1.0668655320025882,1.0668655320025882,1.1009868750917338,1.1009868750917338,1.0668655320025882,1.0668655320025882,1.1009868750917338,1.1009868750917338
2009-06-15,1.1362176913186135,1.0671806281830023,1.0671806281830023,1.1014698070454951,1.1014698070454951,1.0671806281830023,1.0671806281830023,1.1014698070454951,1.1014698070454951,1.0671806281830023,1.0671806281830023,1.1014698070454951,1.1014698070454951
2009-06-16,1.0965672710655907,1.048182245590573,1.048182245590573,1.0723519484551147,1.0723519484551147,1.048182245590573,1.048182245590573,1.0723519484551147,1.0723519484551147,1.048182245590573,1.048182245590573,1.0723519484551147,1.0723519484551147
2009-06-17,1.1064642990462419,1.0529243775252288,1.0529243775252288,1.0796199738471952,1.0796199738471952,1.0529243775252288,1.0529243775252288,1.0796199738471952,1.0796199738471952,1.0529243775252288,1.0529243775252288,1.0796199738471952,1.0796199738471952
2009-06-18,1.093131328605735,1.04653592383657,1.04653592383657,1.0698287145011658,1.0698287145011658,1.04653592383657,1.04653592383657,1.0698287145011658,1.0698287145011658,1.04653592383657,1.04653592383657,1.0698287145011658,1.0698287145011658
2009-06-19,1.1012448314093226,1.0504234849126861,1.0504234849126861,1.0757869824287174,1.0757869824287174,1.0504234849126861,1.0504234849126861,1.0757869824287174,1.0757869824287174,1.0504234849126861,1.0504234849126861,1.0757869824287174,1.0757869824287174
2009-06-22,1.1057116162154406,1.0525637317540346,1.0525637317540346,1.0790672303430704,1.0790672303430704,1.0525637317540346,1.0525637317540346,1.0790672303430704,1.0790672303430704,1.0525637317540346,1.0525637317540346,1.0790672303430704,1.0790672303430704
2009-06-23,1.0796301973677538,1.0400668963949196,1.0400668963949196,1.0599139638455852,1.0599139638455852,1.0400668963949196,1.0400668963949196,1.0599139638455852,1.0599139638455852,1.0400668963949196,1.0400668963949196,1.0599139638455852,1.0599139638455852
2009-06-24,1.080053387429042,1.0402696666718134,1.0402696666718134,1.0602247395771616,1.0602247395771616,1.0402696666718134,1.0402696666718134,1.0602247395771616,1.0602247395771616,1.0402696666718134,1.0402696666718134,1.0602247395771616,1.0602247395771616
2009-06-25,1.1009776387578998,1.0502954603372787,1.0502954603372787,1.075590765647385,1.075590765647385,1.0502954603372787,1.0502954603372787,1.075590765647385,1.075590765647385,1.0502954603372787,1.0502954603372787,1.075590765647385,1.075590765647385
2009-06-26,1.1117796314211508,1.055471203445863,1.055471203445863,1.0835233649201226,1.0835233649201226,1.055471203445863,1.055471203445863,1.0835233649201226,1.0835233649201226,1.055471203445863,1.055471203445863,1.0835233649201226,1.0835233649201226
2009-06-29,1.0976156577438452,1.0486845769931452,1.0486845769931452,1.0731218463490246,1.0731218463490246,1.0486845769931452,1.0486845769931452,1.0731218463490246,1.0731218463490246,1.0486845769931452,1.0486845769931452,1.0731218463490246,1.0731218463490246
2009-06-30,1.115181415519965,1.05710115832134,1.05710115832134,1.086021514188458,1.086021514188458,1.05710115832134,1.05710115832134,1.086021514188458,1.086021514188458,1.05710115832134,1.05710115832134,1.086021514188458,1.086021514188458
2009-07-01,1.1126527822881496,1.0558894742237674,1.0558894742237674,1.0841648097118335,1.0841648097118335,1.0558894742237674,1.0558894742237674,1.0841648097118335,1.0841648097118335,1.0558894742237674,1.0558894742237674,1.0841648097118335,1.0841648097118335
2009-07-02,1.1061843719252167,1.052820265875079,1.052820265875079,1.0794377131266042,1.0794377131266042,1.052820265875079,1.052820265875079,1.0794377131266042,1.0794377131266042,1.052820265875079,1.052820265875079,1.0794377131266042,1.0794377131266042
2009-07-03,1.0996985447377339,1.0497427933841488,1.0497427933841488,1.0746978883736742,1.0746978883736742,1.0497427933841488,1.0497427933841488,1.0746978883736742,1.0746978883736742,1.0497427933841488,1.0497427933841488,1.0746978883736742,1.0746978883736742
2009-07-06,1.0887964779968256,1.0445698509791799,1.0445698509791799,1.066730687845054,1.066730687845054,1.0445698509791799,1.0445698509791799,1.066730687845054,1.066730687845054,1.0445698509791799,1.0445698509791799,1.066730687845054,1.066730687845054
2009-07-07,1.0850162563817336,1.0427761664276525,1.0427761664276525,1.0639681122375273,1.0639681122375273,1.0427761664276525,1.0427761664276525,1.0639681122375273,1.0639681122375273,1.0427761664276525,1.0427761664276525,1.0639681122375273,1.0639681122375273
2009-07-08,1.0616677681959061,1.0316974978138223,1.0316974978138223,1.0469051009904407,1.0469051009904407,1.0316974978138223,1.0316974978138223,1.0469051009904407,1.0469051009904407,1.0316974978138223,1.0316974978138223,1.0469051009904407,1.0469051009904407
2009-07-09,1.0453281203904001,1.0239444672165872,1.0239444672165872,1.0349641311058029,1.0349641311058029,1.0239444672165872,1.0239444672165872,1.0349641311058029,1.0349641311058029,1.0239444672165872,1.0239444672165872,1.0349641311058029,1.0349641311058029
2009-07-10,1.0435795707059095,1.0231147945476282,1.0231147945476282,1.0336862957832287,1.0336862957832287,1.0231147945476282,1.0231147945476282,1.0336862957832287,1.0336862957832287,1.0231147945476282,1.0231147945476282,1.0336862957832287,1.0336862957832287
2009-07-13,1.0199340556411236,1.0118951890844745,1.0118951890844745,1.016406218106144,1.016406218106144,1.0118951890844745,1.0118951890844745,1.016406218106144,1.016406218106144,1.0118951890844745,1.0118951890844745,1.016406218106144,1.016406218106144
2009-07-14,1.0378764951744528,1.020408731380292,1.020408731380292,1.029518503797652,1.029518503797652,1.020408731380292,1.020408731380292,1.029518503797652,1.029518503797652,1.020408731380292,1.020408731380292,1.029518503797652,1.029518503797652
2009-07-15,1.0362931989260475,1.019657470128857,1.019657470128857,1.0283614352337693,1.0283614352337693,1.019657470128857,1.019657470128857,1.0283614352337693,1.0283614352337693,1.019657470128857,1.019657470128857,1.0283614352337693,1.0283614352337693
2009-07-16,1.0434350885396226,1.0230462389294588,1.0230462389294588,1.0335807086116426,1.0335807086116426,1.0230462389294588,1.0230462389294588,1.0335807086116426,1.0335807086116426,1.0230462389294588,1.0230462389294588,1.0335807086116426,1.0335807086116426
2009-07-17,1.053057310982711,1.0276119055767856,1.0276119055767856,1.0406126024311342,1.0406126024311342,1.0276119055767856,1.0276119055767856,1.0406126024311342,1.0406126024311342,1.0276119055767856,1.0276119055767856,1.0406126024311342,1.0406126024311342
2009-07-21,1.0802116131326835,1.0404964021045722,1.0404964021045722,1.0604568921043735,1.0604568921043735,1.0404964021045722,1.0404964021045722,1.0604568921043735,1.0604568921043735,1.0404964021045722,1.0404964021045722,1.0604568921043735,1.0604568921043735
2009-07-22,1.086237988792649,1.0433558685654343,1.0433558685654343,1.0648609509387943,1.0648609509387943,1.0433558685654343,1.0433558685654343,1.0648609509387943,1.0648609509387943,1.0433558685654343,1.0433558685654343,1.0648609509387943,1.0648609509387943
2009-07-23,1.0859711917588466,1.0432292755328951,1.0432292755328951,1.0646659763968784,1.0646659763968784,1.0432292755328951,1.0432292755328951,1.0646659763968784,1.0646659763968784,1.0432292755328951,1.0432292755328951,1.0646659763968784,1.0646659763968784
2009-07-24,1.097913380504842,1.0488957474084064,1.0488957474084064,1.0733932952393654,1.0733932952393654,1.0488957474084064,1.0488957474084064,1.0733932952393654,1.0733932952393654,1.0488957474084064,1.0488957474084064,1.0733932952393654,1.0733932952393654
2009-07-27,1.1053868227211412,1.0524418352347369,1.0524418352347369,1.0788548663516473,1.0788548663516473,1.0524418352347369,1.0524418352347369,1.0788548663516473,1.0788548663516473,1.0524418352347369,1.0524418352347369,1.0788548663516473,1.0788548663516473
2009-07-28,1.109351071948383,1.0543228393983342,1.0543228393983342,1.081751928834337,1.081751928834337,1.0543228393983342,1.0543228393983342,1.081751928834337,1.081751928834337,1.0543228393983342,1.0543228393983342,1.081751928834337,1.081751928834337
2009-07-29,1.1070046275309975,1.0532094705191977,1.0532094705191977,1.0800371536777675,1.0800371536777675,1.0532094705191977,1.0532094705191977,1.0800371536777675,1.0800371536777675,1.0532094705191977,1.0532094705191977,1.0800371536777675,1.0800371536777675
2009-07-30,1.109576595809814,1.0544298486447325,1.0544298486447325,1.0819167410548738,1.0819167410548738,1.0544298486447325,1.0544298486447325,1.0819167410548738,1.0819167410548738,1.0544298486447325,1.0544298486447325,1.0819167410548738,1.0819167410548738
2009-07-31,1.126174781248096,1.062305553255588,1.062305553255588,1.0940466495337684,1.0940466495337684,1.062305553255588,1.062305553255588,1.0940466495337684,1.0940466495337684,1.062305553255588,1.062305553255588,1.0940466495337684,1.0940466495337684
2009-08-03,1.1326806798069937,1.0653927539240267,1.0653927539240267,1.0988013579953129,1.0988013579953129,1.0653927539240267,1.0653927539240267,1.0988013579953129,1.0988013579953129,1.0653927539240267,1.0653927539240267,1.0988013579953129,1.0988013579953129
2009-08-04,1.1367280766821626,1.0672962327155049,1.0672962327155049,1.1017461101629358,1.1017461101629358,1.0672962327155049,1.0672962327155049,1.1017461101629358,1.1017461101629358,1.0672962327155049,1.0672962327155049,1.1017461101629358,1.1017461101629358
2009-08-05,1.12771869287391,1.0630591461306662,1.0630591461306662,1.095191180336048,1.095191180336048,1.0630591461306662,1.0630591461306662,1.095191180336048,1.095191180336048,1.0630591461306662,1.0630591461306662,1.095191180336048,1.095191180336048
2009-08-06,1.135403426325825,1.0666732535668868,1.0666732535668868,1.1007823383539248,1.1007823383539248,1.0666732535668868,1.0666732535668868,1.1007823383539248,1.1007823383539248,1.0666732535668868,1.0666732535668868,1.1007823383539248,1.1007823383539248
2009-08-07,1.1344226496344012,1.066211997186828,1.066211997186828,1.1000687576557375,1.1000687576557375,1.066211997186828,1.066211997186828,1.1000687576557375,1.1000687576557375,1.066211997186828,1.066211997186828,1.1000687576557375,1.1000687576557375
2009-08-10,1.1474502225276264,1.0723388262257167,1.0723388262257167,1.1095471890276523,1.1095471890276523,1.0723388262257167,1.0723388262257167,1.1095471890276523,1.1095471890276523,1.0723388262257167,1.0723388262257167,1.1095471890276523,1.1095471890276523
2009-08-11,1.1544044573636183,1.0756093823212856,1.0756093823212856,1.1146068604013895,1.1146068604013895,1.0756093823212856,1.0756093823212856,1.1146068604013895,1.1146068604013895,1.0756093823212856,1.0756093823212856,1.1146068604013895,1.1146068604013895
2009-08-12,1.1394376627913738,1.068570543056606,1.068570543056606,1.1037175154425647,1.1037175154425647,1.068570543056606,1.068570543056606,1.1037175154425647,1.1037175154425647,1.068570543056606,1.068570543056606,1.1037175154425647,1.1037175154425647
2009-08-13,1.1506354988172516,1.0738368522531363,1.0738368522531363,1.1118646907571952,1.1118646907571952,1.0738368522531363,1.0738368522531363,1.1118646907571952,1.1118646907571952,1.0738368522531363,1.0738368522531363,1.1118646907571952,1.1118646907571952
2009-08-14,1.1572292533537212,1.0769378755289574,1.0769378755289574,1.1166620885817493,1.1166620885817493,1.0769378755289574,1.0769378755289574,1.1166620885817493,1.1166620885817493,1.0769378755289574,1.0769378755289574,1.1166620885817493,1.1166620885817493
2009-08-17,1.1287146179828653,1.0635275267667306,1.0635275267667306,1.0959157825220551,1.0959157825220551,1.0635275267667306,1.0635275267667306,1.0959157825220551,1.0959157825220551,1.0635275267667306,1.0635275267667306,1.0959157825220551,1.0959157825220551
2009-08-18,1.1282404919348668,1.0633045466872653,1.0633045466872653,1.095570824083179,1.095570824083179,1.0633045466872653,1.0633045466872653,1.095570824083179,1.095570824083179,1.0633045466872653,1.0633045466872653,1.095570824083179,1.095570824083179
2009-08-19,1.1194569084699788,1.0591736533367346,1.0591736533367346,1.0891801791216207,1.0891801791216207,1.0591736533367346,1.0591736533367346,1.0891801791216207,1.0891801791216207,1.0591736533367346,1.0591736533367346,1.0891801791216207,1.0891801791216207
2009-08-20,1.1383718442790105,1.0680692917594337,1.0680692917594337,1.102942061126772,1.102942061126772,1.0680692917594337,1.0680692917594337,1.102942061126772,1.102942061126772,1.0680692917594337,1.0680692917594337,1.102942061126772,1.102942061126772
2009-08-21,1.1266929806434092,1.062576756699351,1.062576756699351,1.0944449060251058,1.0944449060251058,1.062576756699351,1.062576756699351,1.0944449060251058,1.0944449060251058,1.062576756699351,1.062576756699351,1.0944449060251058,1.0944449060251058
2009-08-24,1.152364007159752,1.0746497646193607,1.0746497646193607,1.1131222962862104,1.1131222962862104,1.0746497646193607,1.0746497646193607,1.1131222962862104,1.1131222962862104,1.0746497646193607,1.0746497646193607,1.1131222962862104,1.1131222962862104
2009-08-25,1.1467010437384024,1.071986489654756,1.071986489654756,1.109002111306947,1.109002111306947,1.071986489654756,1.071986489654756,1.109002111306947,1.109002111306947,1.071986489654756,1.071986489654756,1.109002111306947,1.109002111306947
2009-08-26,1.1585526706378584,1.077560274767363,1.077560274767363,1.1176249632481896,1.1176249632481896,1.077560274767363,1.077560274767363,1.1176249632481896,1.1176249632481896,1.077560274767363,1.077560274767363,1.1176249632481896,1.1176249632481896
2009-08-27,1.1458815144641004,1.071601067458529,1.071601067458529,1.108405848898944,1.108405848898944,1.071601067458529,1.071601067458529,1.108405848898944,1.108405848898944,1.071601067458529,1.071601067458529,1.108405848898944,1.108405848898944
2009-08-28,1.151619792411557,1.0742997626222288,1.0742997626222288,1.1125808302376567,1.1125808302376567,1.0742997626222288,1.0742997626222288,1.1125808302376567,1.1125808302376567,1.0742997626222288,1.0742997626222288,1.1125808302376567,1.1125808302376567
2009-08-31,1.1477557922507553,1.072482534763632,1.072482534763632,1.1097695114566832,1.1097695114566832,1.072482534763632,1.072482534763632,1.1097695114566832,1.1097695114566832,1.072482534763632,1.072482534763632,1.1097695114566832,1.1097695114566832
2009-09-01,1.1501605090832996,1.073612756907259,1.073612756907259,1.1115189166735862,1.1115189166735862,1.073612756907259,1.073612756907259,1.1115189166735862,1.1115189166735862,1.073612756907259,1.073612756907259,1.1115189166735862,1.1115189166735862
2009-09-02,1.1281889764709794,1.063358137001994,1.063358137001994,1.0955938953826214,1.0955938953826214,1.063358137001994,1.063358137001994,1.0955938953826214,1.0955938953826214,1.063358137001994,1.063358137001994,1.0955938953826214,1.0955938953826214
2009-09-03,1.122374415305437,1.0606443474944238,1.0606443474944238,1.0913794870392108,1.0913794870392108,1.0606443474944238,1.0606443474944238,1.0913794870392108,1.0913794870392108,1.0606443474944238,1.0606443474944238,1.0913794870392108,1.0913794870392108
2009-09-04,1.1139979302434786,1.0567348491463502,1.0567348491463502,1.0853081899062864,1.0853081899062864,1.0567348491463502,1.0567348491463502,1.0853081899062864,1.0853081899062864,1.0567348491463502,1.0567348491463502,1.0853081899062864,1.0853081899062864
2009-09-07,1.1253819488683567,1.0620480326211854,1.0620480326211854,1.0935593548193914,1.0935593548193914,1.0620480326211854,1.0620480326211854,1.0935593548193914,1.0935593548193914,1.0620480326211854,1.0620480326211854,1.0935593548193914,1.0935593548193914
2009-09-08,1.1281954563924308,1.0633611613304592,1.0633611613304592,1.0955985920457487,1.0955985920457487,1.0633611613304592,1.0633611613304592,1.0955985920457487,1.0955985920457487,1.0633611613304592,1.0633611613304592,1.0955985920457487,1.0955985920457487
2009-09-09,1.1238237439338037,1.0613207825189603,1.0613207825189603,1.0924299640210213,1.0924299640210213,1.0613207825189603,1.0613207825189603,1.0924299640210213,1.0924299640210213,1.0613207825189603,1.0613207825189603,1.0924299640210213,1.0924299640210213
2009-09-10,1.1436491694528088,1.0705737648550009,1.0705737648550009,1.1067994815719069,1.1067994815719069,1.0705737648550009,1.0705737648550009,1.1067994815719069,1.1067994815719069,1.0705737648550009,1.0705737648550009,1.1067994815719069,1.1067994815719069
2009-09-11,1.1351258382654197,1.0665957300407904,1.0665957300407904,1.1006217500033315,1.1006217500033315,1.0665957300407904,1.0665957300407904,1.1006217500033315,1.1006217500033315,1.0665957300407904,1.0665957300407904,1.1006217500033315,1.1006217500033315
2009-09-14,1.1178330247084727,1.0585247759909273,1.0585247759909273,1.0880878758792913,1.0880878758792913,1.0585247759909273,1.0585247759909273,1.0880878758792913,1.0880878758792913,1.0585247759909273,1.0585247759909273,1.0880878758792913,1.0880878758792913
2009-09-15,1.1158338130790402,1.0575916979152304,1.0575916979152304,1.0866388423354953,1.0866388423354953,1.0575916979152304,1.0575916979152304,1.0866388423354953,1.0866388423354953,1.0575916979152304,1.0575916979152304,1.0866388423354953,1.0866388423354953
2009-09-16,1.1139534939648488,1.0567141097124928,1.0567141097124928,1.0852759823814055,1.0852759823814055,1.0567141097124928,1.0567141097124928,1.0852759823814055,1.0852759823814055,1.0567141097124928,1.0567141097124928,1.0852759823814055,1.0852759823814055
2009-09-17,1.1246033890530491,1.0616846608382347,1.0616846608382347,1.0929950527356982,1.0929950527356982,1.0616846608382347,1.0616846608382347,1.0929950527356982,1.0929950527356982,1.0616846608382347,1.0616846608382347,1.0929950527356982,1.0929950527356982
2009-09-18,1.1223367299425395,1.060626758868299,1.060626758868299,1.0913521725947843,1.0913521725947843,1.060626758868299,1.060626758868299,1.0913521725947843,1.0913521725947843,1.060626758868299,1.060626758868299,1.0913521725947843,1.0913521725947843
2009-09-24,1.1334200146276023,1.0657995828925744,1.0657995828925744,1.0993853648029817,1.0993853648029817,1.0657995828925744,1.0657995828925744,1.0993853648029817,1.0993853648029817,1.0657995828925744,1.0657995828925744,1.0993853648029817,1.0993853648029817
2009-09-25,1.1068763679651001,1.0534110521411515,1.0534110521411515,1.0801464639170615,1.0801464639170615,1.0534110521411515,1.0534110521411515,1.0801464639170615,1.0801464639170615,1.0534110521411515,1.0534110521411515,1.0801464639170615,1.0801464639170615
2009-09-28,1.0853493520198965,1.043363898394177,1.043363898394177,1.064543629408099,1.064543629408099,1.043363898394177,1.043363898394177,1.064543629408099,1.064543629408099,1.043363898394177,1.043363898394177,1.064543629408099,1.064543629408099
2009-09-29,1.0854718953102314,1.0434210921678886,1.0434210921678886,1.0646324490886414,1.0646324490886414,1.0434210921678886,1.0434210921678886,1.0646324490886414,1.0646324490886414,1.0434210921678886,1.0434210921678886,1.0646324490886414,1.0646324490886414
2009-09-30,1.092161428115597,1.0465432510756545,1.0465432510756545,1.069481039045098,1.069481039045098,1.0465432510756545,1.0465432510756545,1.069481039045098,1.069481039045098,1.0465432510756545,1.0465432510756545,1.069481039045098,1.069481039045098
2009-10-01,1.0784748131258444,1.0401544219739098,1.0401544219739098,1.0595617350696327,1.0595617350696327,1.0401544219739098,1.0401544219739098,1.0595617350696327,1.0595617350696327,1.0401544219739098,1.0401544219739098,1.0595617350696327,1.0595617350696327
2009-10-02,1.0535991840047136,1.0281585481181577,1.0281585481181577,1.0412321938287898,1.0412321938287898,1.0281585481181577,1.0281585481181577,1.0412321938287898,1.0412321938287898,1.0281585481181577,1.0281585481181577,1.0412321938287898,1.0412321938287898
2009-10-05,1.0448350775500213,1.0239321981039757,1.0239321981039757,1.0347743852677207,1.0347743852677207,1.0239321981039757,1.0239321981039757,1.0347743852677207,1.0347743852677207,1.0239321981039757,1.0239321981039757,1.0347743852677207,1.0347743852677207
2009-10-06,1.0493942198994186,1.0261307715047718,1.0261307715047718,1.0381337771974375,1.0381337771974375,1.0261307715047718,1.0261307715047718,1.0381337771974375,1.0381337771974375,1.0261307715047718,1.0261307715047718,1.0381337771974375,1.0381337771974375
2009-10-07,1.066830469344894,1.0345391236251078,1.0345391236251078,1.0509816312854765,1.0509816312854765,1.0345391236251078,1.0345391236251078,1.0509816312854765,1.0509816312854765,1.0345391236251078,1.0345391236251078,1.0509816312854765,1.0509816312854765
2009-10-08,1.0675254847172724,1.0348742836604286,1.0348742836604286,1.0514937515164464,1.0514937515164464,1.0348742836604286,1.0348742836604286,1.0514937515164464,1.0514937515164464,1.0348742836604286,1.0348742836604286,1.0514937515164464,1.0514937515164464
2009-10-09,1.0779981187771575,1.0399245437566895,1.0399245437566895,1.059210484105045,1.059210484105045,1.0399245437566895,1.0399245437566895,1.059210484105045,1.059210484105045,1.0399245437566895,1.0399245437566895,1.059210484105045,1.059210484105045
2009-10-13,1.080671868964802,1.0412139169748138,1.0412139169748138,1.061180629828536,1.061180629828536,1.0412139169748138,1.0412139169748138,1.061180629828536,1.061180629828536,1.0412139169748138,1.0412139169748138,1.061180629828536,1.061180629828536
2009-10-14,1.075857026518424,1.038892036296306,1.038892036296306,1.0576328259615744,1.0576328259615744,1.038892036296306,1.038892036296306,1.0576328259615744,1.0576328259615744,1.038892036296306,1.038892036296306,1.0576328259615744,1.0576328259615744
2009-10-15,1.087629513646532,1.04456912972255,1.04456912972255,1.066307351830697,1.066307351830697,1.04456912972255,1.04456912972255,1.066307351830697,1.066307351830697,1.04456912972255,1.04456912972255,1.066307351830697,1.066307351830697
2009-10-16,1.0837185532953584,1.0426831317122454,1.0426831317122454,1.0634255710846074,1.0634255710846074,1.0426831317122454,1.0426831317122454,1.0634255710846074,1.0634255710846074,1.0426831317122454,1.0426831317122454,1.0634255710846074,1.0634255710846074
