0,monthly_current_top3_none_10bp,monthly_current_top3_ma200_10bp,monthly_current_top3_ma200_r6_10bp,monthly_current_top3_ma200_r12_10bp,monthly_medium_3_6_12_top3_none_10bp,monthly_medium_3_6_12_top3_ma200_10bp,monthly_medium_3_6_12_top3_ma200_r6_10bp,monthly_medium_3_6_12_top3_ma200_r12_10bp,monthly_classic_6_12minus1_top3_none_10bp,monthly_classic_6_12minus1_top3_ma200_10bp,monthly_classic_6_12minus1_top3_ma200_r6_10bp,monthly_classic_6_12minus1_top3_ma200_r12_10bp,monthly_long_6_12_top3_none_10bp,monthly_long_6_12_top3_ma200_10bp,monthly_long_6_12_top3_ma200_r6_10bp,monthly_long_6_12_top3_ma200_r12_10bp,bimonthly_current_top3_none_10bp,bimonthly_current_top3_ma200_10bp,bimonthly_current_top3_ma200_r6_10bp,bimonthly_current_top3_ma200_r12_10bp,bimonthly_medium_3_6_12_top3_none_10bp,bimonthly_medium_3_6_12_top3_ma200_10bp,bimonthly_medium_3_6_12_top3_ma200_r6_10bp,bimonthly_medium_3_6_12_top3_ma200_r12_10bp,bimonthly_classic_6_12minus1_top3_none_10bp,bimonthly_classic_6_12minus1_top3_ma200_10bp,bimonthly_classic_6_12minus1_top3_ma200_r6_10bp,bimonthly_classic_6_12minus1_top3_ma200_r12_10bp,bimonthly_long_6_12_top3_none_10bp,bimonthly_long_6_12_top3_ma200_10bp,bimonthly_long_6_12_top3_ma200_r6_10bp,bimonthly_long_6_12_top3_ma200_r12_10bp,benchmark_monthly_equal_weight_10bp,benchmark_bimonthly_equal_weight_10bp,benchmark_buyhold_equal_weight_10bp
2019-03-13,1.6369163489878007,1.259845114816996,1.267217141984226,1.2796519196477738,1.8283896742423313,1.6223734365887883,1.445003703494839,1.768740039875322,1.784525598421536,1.750194006954602,1.6350115957869011,2.0528082988098086,1.6751638808983798,1.7010037679928858,1.56836841459207,1.6716697036775765,1.6296913972899545,1.322874059526267,1.3305142004505899,1.4770936680706601,1.640542236596663,1.6264800325097286,1.5001788473274433,1.9498581262638168,1.774655423789393,1.7758490602950305,1.829494622819646,1.961544306328983,1.6516819168783636,1.6124748014669423,1.628181639301713,1.6725139786432355,2.2304586682816536,2.0328012246850555,2.222171179449732
2019-03-14,1.6370163460984537,1.2603124086617385,1.2676871702150274,1.280126560108281,1.8292622663796179,1.6229751971638584,1.4455396752014653,1.7693960898324654,1.7839106576605936,1.750843177933587,1.6356180440286794,2.0535697135830917,1.6745866257710036,1.7016346936370927,1.5689501439632505,1.6722897489147122,1.6304740602282408,1.322726245028514,1.3303655322634134,1.476928621476007,1.641330110674794,1.6262982938722679,1.5000112212550591,1.949640254201433,1.774061796226018,1.7756506315519147,1.8292901998612652,1.9613251284833126,1.651417443400968,1.6122946277374768,1.6279997105311466,1.6723270962926764,2.228489833899258,2.0308909545861042,2.218345755816192
2019-03-15,1.6502877561536522,1.2667602665851367,1.2741727580015831,1.2866757887969924,1.8437626846190767,1.6312784665854645,1.452935170464605,1.7784484601170445,1.800598467979257,1.7598006300540925,1.6439859952543932,2.064075938593633,1.6902517510691977,1.7103403912614996,1.576977016941445,1.680845315481899,1.6433890471441914,1.3264708789715123,1.3341317930051446,1.4811098018738038,1.6543310883788818,1.630902339354516,1.5042577484220385,1.9551596797817135,1.7883890946901455,1.780677493044084,1.834468914806811,1.9668776339068486,1.6652151888508757,1.6168590288838451,1.6326085727187378,1.6770614491734106,2.2488126955645606,2.049384872676923,2.2386890551511964
2019-03-18,1.659651462353211,1.2706237753209133,1.2780588741920589,1.2906000381449216,1.852035509123572,1.6362537241558073,1.4573664964792261,1.7838725733790695,1.8076815663034786,1.7651678690548607,1.6490000096829338,2.0703711908449214,1.6969007733572967,1.7155567808318828,1.5817866598089914,1.6859717476341796,1.6507580637324535,1.329865137808724,1.3375456550809741,1.4848997607139023,1.661749169480205,1.635075596955373,1.5081069397137348,1.9601626678807849,1.79538743196689,1.7852340049229392,1.8391630716287846,1.9719106066591634,1.6736547131182948,1.620996351560367,1.6367861963390582,1.6813528216676321,2.2638138241672925,2.0630492335393926,2.2535554885929545
2019-03-19,1.6458234118108555,1.2620543753966096,1.269439330128364,1.2818959133803804,1.8383146931190684,1.6252184257360363,1.4475376576150567,1.7718416970550206,1.7936165280623695,1.7532631418671125,1.6378787471718614,2.05640809722846,1.6836976878617447,1.703986643051259,1.5711187006962255,1.6746011386095645,1.6384452456893654,1.3241113216185252,1.3317586082395056,1.4784751691962268,1.6493543700201316,1.6280012522158283,1.5015819396369794,1.9516817961192618,1.7740604933699102,1.7775099823669793,1.8312057186934407,1.9633789060741584,1.6623674162180802,1.6139829223135262,1.6297044504923268,1.674078253133045,2.2587892739186155,2.058398602489726,2.247637639897566
2019-03-20,1.6475300330583675,1.2638057996819174,1.2712010029333198,1.283674872890921,1.844215431097212,1.6274738333280183,1.449546487548908,1.7743005820590585,1.7958540739877136,1.7556962443586246,1.6401517242084371,2.059261891131641,1.6857981094635996,1.706351361756459,1.5732990310378845,1.6769250773871176,1.6436734253396057,1.3239361340656548,1.3315824089065778,1.478279558417403,1.6546173600260905,1.627785858275161,1.5013832716993638,1.951423577378691,1.7753099718053094,1.7772748075603528,1.8309634396316863,1.9631191397385817,1.6711561961797456,1.6137693830786308,1.6294888312087195,1.6738567629398176,2.265051195114281,2.0640966676960817,2.2544244524716484
2019-03-22,1.6552570772449045,1.2676186300588705,1.2750361442188063,1.2875476471341805,1.8543170271140557,1.6323838295244049,1.4539196870404145,1.7796535462239824,1.7833018718270706,1.7609930802924982,1.6450999688821424,2.0654745673945487,1.6740151483764385,1.7114993269798324,1.578045584930169,1.6819842651804837,1.652636138397367,1.3275329535108547,1.3352000014610867,1.482295692220496,1.6636397487741716,1.632208165119892,1.5054621727939073,1.9567251308965203,1.779575434605448,1.7821032403093453,1.8359377316187881,1.9684524673163797,1.6780462017220592,1.6181536104954781,1.633915764625688,1.6784042334699352,2.2709207617163463,2.0692258189383224,2.2573239620756724
2019-03-25,1.6275184520116757,1.2561467051743314,1.2634970909699035,1.2758953650179872,1.8276222227713617,1.61761078640956,1.4407617410759364,1.7635477149284633,1.7445932065052647,1.7450561258645165,1.6302118449440324,2.046782061205226,1.6376786799714862,1.6960102900932885,1.5637643019122185,1.6667623390509891,1.628856675056949,1.3242208138390863,1.3318687328226029,1.4785974259330106,1.639701956601721,1.6281358734287663,1.5017061070980084,1.9518431828321436,1.7531931153249831,1.777656966621144,1.831357143107061,1.963541260033919,1.6492690819086229,1.6141163843353565,1.6298392125446024,1.6742166845038338,2.2149189607403597,2.0183042937917013,2.2014118004694034
2019-03-26,1.6682206927052274,1.2782684942229612,1.2857483264305853,1.2983649444045249,1.871390038395391,1.6460982587982045,1.4661347545735877,1.79460525810088,1.793628541797785,1.7757880167617957,1.6589212324621285,2.0828275969694725,1.683708965355136,1.7258784429986789,1.5913034928890233,1.6961154111936014,1.6679736482098177,1.3316827086699203,1.3393737231602687,1.4869292225443835,1.679079379058398,1.6373103090900003,1.5101681195666843,1.962841687314451,1.7990717219341323,1.7876739435419116,1.8416767168947163,1.9746056823910176,1.6938077347301048,1.6232118211226083,1.6390232464066883,1.6836507824225766,2.2703524191001576,2.068931424631198,2.2587796798485043
2019-03-27,1.6695013394168274,1.2762292836537772,1.2836971833503814,1.2962936741438138,1.8740887506954842,1.6434722526168526,1.4637958425993924,1.7917423400000492,1.7974020892485454,1.7729551176417933,1.6562747699028388,2.079504880287708,1.6872512571541225,1.7231251641859757,1.5887649003193522,1.6934096130856973,1.6702645586697786,1.3280201938923655,1.335690055855883,1.4828397346992,1.6813855428978075,1.6328072295174838,1.5060147179955026,1.9574433017688655,1.7959228951975132,1.782757320240396,1.8366115702594172,1.969174942437336,1.6900045258291325,1.6187475164926406,1.6345154557583317,1.6790202530699627,2.280480738920944,2.078172780053845,2.27032545013382
