0,benchmark_offset0_10bp,offset0_core025_10bp,offset0_core050_10bp,offset0_core075_10bp,benchmark_offset3_10bp,offset3_core025_10bp,offset3_core050_10bp,offset3_core075_10bp,benchmark_offset5_10bp,offset5_core025_10bp,offset5_core050_10bp,offset5_core075_10bp,benchmark_offset10_10bp,offset10_core025_10bp,offset10_core050_10bp,offset10_core075_10bp
2009-05-21,1.0488422602269671,1.012219919835313,1.0244336031515786,1.0366410499487966,1.0624423526338431,1.0156224955069288,1.0312370527815449,1.0468436718238499,1.053740976566878,1.0134455183490336,1.0268841872265233,1.0403160066324726,1.0536873834518137,1.0132944840583944,1.0266748877554281,1.0401394759328244
2009-05-22,1.0432347549916445,1.010816991066791,1.0216284472543289,1.0324343685626134,1.0567646125928103,1.014201994854771,1.0283967619051622,1.0425843011511757,1.0480882905440823,1.012031285903766,1.0240564296290335,1.036075431175807,1.047991475209771,1.0118964299848647,1.0238614880173655,1.035893452260626
2009-05-25,1.053760112848675,1.0134503060111268,1.0268937601562818,1.0403303624354645,1.0673771246466852,1.0168571147060876,1.0337056737158967,1.0505456770294297,1.0585794795567047,1.0146515095982673,1.0293002216301208,1.0439439489875775,1.0584926908813004,1.0144739411951456,1.029048389941373,1.0437215998419125
2009-05-26,1.05685163137922,1.0142237658837276,1.0284402930748402,1.0426495815733376,1.0705281601875614,1.0176454650018811,1.0352819800337674,1.0529095450956611,1.0616611150646338,1.0153899487472724,1.0307984218940363,1.0462232214491278,1.061602821464325,1.0152373191405122,1.0305845875407367,1.0460400515300343
2009-05-27,1.0660519281693268,1.016525566863685,1.0330427438464678,1.0495515309483483,1.0798036784578768,1.0199580166329996,1.0399132194599867,1.0598640745930985,1.0709337546291584,1.0176119117443363,1.0353065056719581,1.0530815510442153,1.0708814716533643,1.0175147530706963,1.0351676234503981,1.0529568357678682
2009-05-28,1.0667060174773442,1.0166892119551991,1.0333699521864894,1.050042220693871,1.080753797458031,1.0201823818371325,1.0403707291573658,1.0605635052036864,1.0718700479871823,1.017836271720959,1.0357617038783926,1.0537740624270138,1.071830143249777,1.017747603414039,1.0356362041064477,1.0536640244872684
2009-05-29,1.073459883181213,1.0183789459986032,1.0367485751950063,1.0551088875892096,1.0874367332969666,1.021760519168842,1.043588755481205,1.0654831519990746,1.0785646149139827,1.0194404621878923,1.0390164048028612,1.0587255701569191,1.0786901315556083,1.0194313795894596,1.039024581952896,1.058777813456439
2009-06-01,1.0910329805466117,1.0227666784915395,1.0455305065172849,1.0682877623077451,1.1051573861088002,1.0259451506569501,1.052121760824734,1.0785282200528499,1.0961223122967427,1.0236477381880722,1.0475524392511,1.0717117834938923,1.0963883151224443,1.0237753782246657,1.0477663072222037,1.0719709519668217
2009-06-02,1.0893584646340737,1.0223742432699456,1.0447281671281814,1.0670580573705093,1.103412836370768,1.025533185147335,1.0512817098178806,1.077243968829293,1.0943432547161271,1.023221430221903,1.046687513944411,1.0703959377552978,1.0945648665592556,1.0233278148891434,1.0468656449411333,1.0706116593947983
2009-06-03,1.0925479253835022,1.0231217170482447,1.046256387893422,1.069400283921673,1.1067824059583162,1.0263288898624576,1.0529042547433556,1.079724479284988,1.0977199786170715,1.02403058014162,1.0483291774787735,1.072893466673912,1.0980213274795363,1.0241761992142149,1.0485729066866727,1.073188283572346
2009-06-04,1.087643128406254,1.0219722415047596,1.0439062688047132,1.0657983754453775,1.101760965846196,1.0251431053074556,1.0504862865249207,1.0760279434583382,1.0927556813600385,1.022841006802249,1.0459156826181695,1.0692217196422493,1.0930023922313132,1.0229443073770592,1.0460938865703584,1.0694469104729887
2009-06-05,1.094370531202029,1.023548858237478,1.0471296841267177,1.0707387408195117,1.1087045305220073,1.0267827886583258,1.0538298131495307,1.0811394523115143,1.09963039718174,1.0244883655790953,1.0492579666202573,1.074306471039055,1.0999401706034797,1.0246471770340633,1.0495206875344116,1.0746186881682913
2009-06-08,1.1040309583761936,1.0258128509833204,1.0517584494787593,1.0778330149932778,1.1184130180906553,1.0290753928424414,1.058504729879773,1.08828636063239,1.109283823628182,1.0268015749095794,1.0539511777454973,1.0814464423310404,1.1095316837171942,1.0270014028063403,1.0542582569149312,1.081768696560707
2009-06-09,1.0947442700820103,1.0236364467154886,1.0473087600151,1.071013201362113,1.108898505059647,1.026828594643394,1.0539232174830933,1.0812822467712375,1.0998196971440009,1.0245337267201773,1.049349998676835,1.0744464831170062,1.100027847092836,1.0246686971267138,1.049563993887272,1.0746840467438659
2009-06-10,1.1189969857979394,1.0293202504912355,1.058929377631165,1.0888235333117546,1.133633069545947,1.032669521526454,1.0658336235596977,1.0994906096589072,1.1244539184956763,1.0304367199211986,1.0613264302942245,1.0926667113672777,1.124839057186818,1.030758579875361,1.0618190810504031,1.0931796019596847
2009-06-11,1.122171335068371,1.0300641827823716,1.0604503577755575,1.0911546625301358,1.1369772010148844,1.0334592191743839,1.0674439192974963,1.1019523938299693,1.127808242403899,1.0312405022263742,1.0629572036130113,1.0951476725618967,1.1282975912333493,1.0316074730468667,1.0635273667823908,1.0957577715524254
2009-06-12,1.1355600723916988,1.0332019326592163,1.0668655320025882,1.1009868750917338,1.1504160069874259,1.0366327168571396,1.073915091911282,1.1118453780408115,1.1411873332230404,1.0344464765908072,1.0694617228349022,1.1050432598843387,1.1416468009027925,1.0348840210816495,1.0701209882719618,1.1057089606961026
2009-06-15,1.1362176913186135,1.0333560505313582,1.0671806281830023,1.1014698070454951,1.1509506535706748,1.036758970610375,1.0741725396588457,1.112238958409281,1.1417916122789937,1.0345912773989143,1.0697555054833623,1.1054902032713105,1.14225989222969,1.035034503636949,1.0704238146001268,1.1061659905808205
2009-06-16,1.0965672710655907,1.0240636805145826,1.048182245590573,1.0723519484551147,1.1105567033219605,1.0272201687425924,1.0547216877642505,1.0825029303097182,1.1016061775048436,1.024961813375455,1.05021853272027,1.0757678189722992,1.1019066823796915,1.0251298550693384,1.0504920135251041,1.0760846274353286
2009-06-17,1.1064642990462419,1.0263831224139552,1.0529243775252288,1.0796199738471952,1.120621722560213,1.029596965854981,1.059568284774795,1.0899122996100343,1.1115508182831129,1.0273448051519225,1.0550533236617075,1.0831231813464668,1.1118579485754172,1.0275667908609896,1.055403766977937,1.0835042434275457
2009-06-18,1.093131328605735,1.0232584419196427,1.04653592383657,1.0698287145011658,1.1068816162335322,1.0263523178053229,1.0529520273518218,1.0797975129821984,1.0979455427931484,1.0240846311213023,1.0484388401261757,1.0730603008804636,1.0983287384489877,1.0244409043549139,1.0489826322682538,1.073616094090894
2009-06-19,1.1012448314093226,1.025159901467914,1.0504234849126861,1.0757869824287174,1.1150985005728924,1.0282926883608403,1.0569086941134491,1.0858463767873385,1.1060944629316494,1.0260373220339367,1.0524006046731882,1.0790874930046677,1.1066221955956295,1.0263570846449044,1.052918812211497,1.0796775671567098
2009-06-22,1.1057116162154406,1.0262067256109846,1.0525637317540346,1.0790672303430704,1.1195196532284453,1.0293367184432878,1.0590376066109164,1.0891010106814862,1.1104968223145484,1.027092240601677,1.0545409019187058,1.082343613490517,1.1109977887291935,1.027368053312289,1.0549955242059759,1.0828755748701526
2009-06-23,1.0796301973677538,1.0200943516954337,1.0400668963949196,1.0599139638455852,1.0928955427155098,1.0230495860008022,1.046217329633204,1.0695016574747838,1.084058405217278,1.020756915683427,1.0416873235604867,1.0627889465411848,1.084775272223405,1.0213094135443501,1.0425499853062856,1.0637102165994934
2009-06-24,1.080053387429042,1.0201935294244924,1.0402696666718134,1.0602247395771616,1.0934396347415791,1.0231780702416986,1.046479325633866,1.0699021911110418,1.084501820690912,1.0208625299746623,1.0419030431893481,1.0631177567982886,1.0853312219360272,1.0214378641847426,1.0428138460907066,1.0641165458478903
2009-06-25,1.1009776387578998,1.0250972828886673,1.0502954603372787,1.075590765647385,1.114836640435331,1.0282308515770178,1.056782600905891,1.085653608306892,1.1056478101956244,1.0258388121562003,1.0520607351341038,1.0786645335523433,1.106275477195653,1.0262769763194541,1.0527542552616256,1.0794241596565899
2009-06-26,1.1117796314211508,1.0276288099722364,1.055471203445863,1.0835233649201226,1.1257797643112535,1.0308123413705355,1.0620506796606155,1.093710176538601,1.1164883463623068,1.0283899137233583,1.0572680973562691,1.086634621480369,1.1170801483840025,1.0287733656544285,1.0578822892374373,1.0873210140365148
2009-06-29,1.0976156577438452,1.0243093777070171,1.0486845769931452,1.0731218463490246,1.1112629389444615,1.0274892840506242,1.0552031572872016,1.0831327082774747,1.1020154969952771,1.0249840204968823,1.0503159164048703,1.0759940147566152,1.1027424662855378,1.0254606839397407,1.0510774434764119,1.0768419734712344
2009-06-30,1.115181415519965,1.0284260433019627,1.05710115832134,1.086021514188458,1.12917625459274,1.031589834493634,1.0636527891167755,1.0961849785179532,1.119840709479616,1.0291788247763498,1.0588784392050152,1.0890993177279351,1.1204595518969183,1.0295541674707127,1.0594861970038203,1.0897909325529873
2009-07-01,1.1126527822881496,1.027833148557403,1.0558894742237674,1.0841648097118335,1.1265443976638179,1.0309873741614584,1.0624113538339868,1.0942673152251798,1.1172575194491712,1.028570923097539,1.0576375775012783,1.0872001264553925,1.11789435280114,1.028961485328595,1.0582687209799266,1.0879160949608246
2009-07-02,1.1061843719252167,1.02633932076689,1.052820265875079,1.0794377131266042,1.119995529658528,1.0294882679028756,1.0593222817363546,1.08949558024029,1.1107248683398485,1.027033595402078,1.0544995518469915,1.0823972455882602,1.1113593363154406,1.0274515878801311,1.055167119275722,1.083139820638509
2009-07-03,1.0996985447377339,1.024841470699639,1.0497427933841488,1.0746978883736742,1.1134326673581079,1.027985958199759,1.0562266085915524,1.0847136485210012,1.1042797762678622,1.0255168729602624,1.0514035860702076,1.077658739140966,1.1048792490326886,1.0259543816717822,1.0520915876678736,1.0784036926482121
2009-07-06,1.0887964779968256,1.022323725325146,1.0445698509791799,1.066730687845054,1.10243624173255,1.0254687582097763,1.0510396432188864,1.0767012670187583,1.093266003790353,1.0229250037209852,1.0461130080175116,1.0695612858678698,1.0940683869852685,1.0234565619559763,1.0469606154318316,1.0705023135297076
2009-07-07,1.0850162563817336,1.0214507132887913,1.0427761664276525,1.0639681122375273,1.0986382169565,1.0245993495261032,1.049248131716084,1.0739338929194915,1.0893260140474523,1.0219978065922497,1.0442203937198944,1.0666645597093474,1.090371181756285,1.0226023329339218,1.0452058749404949,1.0678001219685742
2009-07-08,1.0616677681959061,1.0160585661364825,1.0316974978138223,1.0469051009904407,1.0750190240287503,1.0191926624601761,1.0381070627889397,1.056724120311894,1.065771341490704,1.0164546894300104,1.032905666280078,1.0493468912373651,1.066971833657875,1.0171959784026328,1.0341002475716699,1.0506981443796997
2009-07-09,1.0453281203904001,1.0122850547775042,1.0239444672165872,1.0349641311058029,1.0584848603743728,1.0154078147285241,1.0303079708602025,1.0446767485994455,1.0493401984203619,1.012587951273112,1.0250127989554465,1.0372665242688857,1.0505506170657657,1.0134019018173084,1.0263065299156158,1.0386963024070424
2009-07-10,1.0435795707059095,1.011881241171807,1.0231147945476282,1.0336862957832287,1.05674017813667,1.0150084382164817,1.0294850119586996,1.0434055119117556,1.0475630508634297,1.0121697354350896,1.0241591279830065,1.0359599447720746,1.0488249368456726,1.013003188184851,1.0254875001972874,1.037435047421413
2009-07-13,1.0199340556411236,1.006420498030465,1.0118951890844745,1.016406218106144,1.0327628358196068,1.0095197669067748,1.0181750055473338,1.0259347790940234,1.0236429341514925,1.0065406183607908,1.012668855712309,1.0183735975184478,1.0250808312167743,1.0075171783815724,1.0142182465321186,1.0200810954811497
2009-07-14,1.0378764951744528,1.0105641613574055,1.020408731380292,1.029518503797652,1.0509061313950712,1.0136729622264127,1.0267331178922443,1.039154620777916,1.0418397895404992,1.0108228813029982,1.0214099009759325,1.031752136663928,1.0430026679209952,1.0116579690851164,1.022724177524937,1.0331797018345414
2009-07-15,1.0362931989260475,1.0101985117149468,1.019657470128857,1.0283614352337693,1.049300674775785,1.0133054559545025,1.0259758310996887,1.037984828760306,1.040234258957072,1.0104450520587134,1.0206386679688084,1.0305717319566057,1.0413500529190503,1.0112761369688257,1.0219398254857885,1.031971848324801
2009-07-16,1.0434350885396226,1.0118478741676866,1.0230462389294588,1.0335807086116426,1.0564902968017893,1.0149512376937775,1.0293671440373007,1.0432234396044868,1.0474391014995308,1.0121405664519667,1.0240995876406194,1.03586881576206,1.0484226907996679,1.01291025035067,1.0252965891223838,1.0371410562027235
2009-07-17,1.053057310982711,1.0140700497078088,1.0276119055767856,1.0406126024311342,1.0662544672876202,1.0171863612408325,1.0339728601060838,1.0503379567802849,1.057179425216851,1.0144327552070074,1.0287784515803127,1.0430300147360618,1.0581412602655005,1.0151521470782763,1.0299050045737486,1.0442417693068022
2009-07-21,1.0802116131326835,1.0203411192453982,1.0404964021045722,1.0604568921043735,1.0937114016925586,1.0234715485701071,1.0469241747284435,1.0703440424689938,1.0845423302485528,1.0208720630821024,1.0419225023689358,1.0631475398949326,1.085674910632084,1.021755907213177,1.043304465199456,1.0646207504886687
2009-07-22,1.086237988792649,1.0217328626462985,1.0433558685654343,1.0648609509387943,1.0998352631727424,1.0248733662681004,1.0498127731263527,1.0748061027890383,1.0905872262055527,1.0222946074389587,1.044826229856156,1.0675918175166548,1.0917298655631158,1.0232081472706993,1.0462511551264577,1.0691023143551985
2009-07-23,1.0859711917588466,1.021671247998934,1.0432292755328951,1.0646659763968784,1.0995871549244214,1.024816571623963,1.0496957415620485,1.0746253224148428,1.0903467620233946,1.0222380190430975,1.0447107204312807,1.0674150254608126,1.0914897466930278,1.0231505563809766,1.0461342994497713,1.0689245908107436
2009-07-24,1.097913380504842,1.024429201255974,1.0488957474084064,1.0733932952393654,1.111646243916974,1.0275770266777127,1.0553839605488518,1.08341199772807,1.1023660902503922,1.0250665255491058,1.0504843274542832,1.0762517749842717,1.1035856341403112,1.0260516733145149,1.052020855188838,1.0778773398790376
2009-07-27,1.1053868227211412,1.0261551331383227,1.0524418352347369,1.0788548663516473,1.1192087074402133,1.0293081558421475,1.058951141173065,1.0889222739676654,1.109851636672174,1.0268264646687915,1.054078007076384,1.0817539740931268,1.111148285461571,1.0278655241713597,1.055701277045584,1.083474822483379
2009-07-28,1.109351071948383,1.027070644884162,1.0543228393983342,1.081751928834337,1.123231319683349,1.0302289750103861,1.0608485895916049,1.091853290374732,1.1139003649263406,1.0277629279721425,1.0560006403673263,1.0847136452786152,1.1151543495748502,1.0288263516002296,1.0576508586533715,1.086439903542044
2009-07-29,1.1070046275309975,1.0265287522578574,1.0532094705191977,1.0800371536777675,1.1208489042050171,1.029683861757999,1.0597251543976374,1.090117641212142,1.11137892822661,1.027179724360344,1.0548032771866986,1.0828704433945309,1.1127226747481151,1.028243130811557,1.0564674655812016,1.0846401038469555
2009-07-30,1.109576595809814,1.027122727821503,1.0544298486447325,1.0819167410548738,1.1232291954639333,1.0302305339022984,1.0608503972882728,1.0918539128113955,1.1137612765778153,1.0277307570962178,1.0559345910124502,1.0846119699495922,1.1153062925295316,1.0288627940920003,1.0577248028493462,1.0865523638432733
2009-07-31,1.126174781248096,1.0309559463850437,1.062305553255588,1.0940466495337684,1.1401508974984174,1.0341168747447207,1.0688498489689984,1.1041972218679876,1.1305580610604995,1.0316158220585656,1.063910936916614,1.0968906302896881,1.1321597174743023,1.0329049742717085,1.0659266504412606,1.0990263956271706
2009-08-03,1.1326806798069937,1.032458359746556,1.0653927539240267,1.0988013579953129,1.1468964791059273,1.03566610597771,1.072038709877771,1.1091176960837774,1.1372273079799715,1.033158406447786,1.0670779847765677,1.1017659335200682,1.1389291184705415,1.0345285693940747,1.0692210309865593,1.1040367554479045
2009-08-04,1.1367280766821626,1.0333806781045625,1.0672962327155049,1.1017461101629358,1.1507827095984617,1.0365586412708754,1.0738758603595513,1.1119524549003994,1.141043584020594,1.0340411039871484,1.068890232698017,1.1045556792190234,1.1426477952930545,1.0354204689216757,1.0710307533807781,1.1067891273266226
2009-08-05,1.12771869287391,1.03132762515795,1.0630591461306662,1.095191180336048,1.141487705977281,1.0344238942974417,1.0694818028239512,1.1051723389200703,1.1318090550956215,1.0319051746485788,1.064505000688669,1.0978051226355643,1.1331608198200604,1.0331450819099566,1.0664138445214384,1.0997673597054423
2009-08-06,1.135403426325825,1.0330788175805588,1.0666732535668868,1.1007823383539248,1.1493955793317039,1.036240064510779,1.073220117720827,1.1109406312936811,1.1396966871685181,1.0337295692542185,1.0682506272306456,1.1035710807098962,1.141281295049607,1.0350927230648108,1.0703657356311038,1.1057777146597414
2009-08-07,1.1344226496344012,1.032855318779847,1.066211997186828,1.1000687576557375,1.14834626039511,1.0359990715520504,1.0727240697397287,1.1101752196402366,1.1386514103902137,1.033487798682504,1.0677542531086854,1.102806970261529,1.1401849086518783,1.0348297621900495,1.0698321708414253,1.1049662262639097
2009-08-10,1.1474502225276264,1.0358240342308578,1.0723388262257167,1.1095471890276523,1.1616876177677726,1.0390631286986112,1.0790309733502765,1.11990689420522,1.15187712989527,1.0365468829675888,1.07403479529892,1.1124751372683381,1.1536082021410075,1.03804924850016,1.0763647188392456,1.1149014524969572
2009-08-11,1.1544044573636183,1.0374087610696001,1.0756093823212856,1.1146068604013895,1.1687205915892471,1.0406783641725834,1.082355694122575,1.1250370028248184,1.158826843095223,1.0381543386850411,1.0773350291308603,1.1175554648709978,1.1605637705658323,1.0397174946232812,1.0797496991813715,1.1200496038009602
2009-08-12,1.1394376627913738,1.0339981369523608,1.068570543056606,1.1037175154425647,1.153532434061345,1.037190159688097,1.0751757466198884,1.1139582046055228,1.143789522747179,1.0346762344995637,1.0701942059160736,1.1065629949033569,1.1453800952621407,1.0360757926209383,1.0723604479677997,1.1088114341734037
2009-08-13,1.1506354988172516,1.0365498930699717,1.0738368522531363,1.1118646907571952,1.1648755848263808,1.0397952965714956,1.0805380314696733,1.1222323141060342,1.1550243078358151,1.0372748193627774,1.0755293063406988,1.1147757638556255,1.1567294086592246,1.0387978488093585,1.077883677760011,1.1172116078179046
2009-08-14,1.1572292533537212,1.0380524738755468,1.0769378755289574,1.1166620885817493,1.1716094436290967,1.0413418354739516,1.0837213506185024,1.1271442372787734,1.1617090964802494,1.0388209985240309,1.078703734552194,1.119662428282079,1.1635134580712159,1.0404249572553377,1.0811851870683864,1.1222328096368837
2009-08-17,1.1287146179828653,1.0315545759709093,1.0635275267667306,1.0959157825220551,1.142603390750787,1.0346801292372672,1.0700092241447139,1.1059861602449617,1.1329570188885143,1.0321706965354858,1.0650501381408415,1.0986442985808293,1.134619777660459,1.0334950030971817,1.0671238574647537,1.1008472046943474
2009-08-18,1.1282404919348668,1.0314465324131448,1.0633045466872653,1.095570824083179,1.1421560321828421,1.03457738615207,1.0697977428622198,1.105659840525349,1.1325040987882704,1.032065936959984,1.0648350584397108,1.0983132083011493,1.1340672532988938,1.0333568070277623,1.066849464268068,1.1004352528427717
2009-08-19,1.1194569084699788,1.0294449347125465,1.0591736533367346,1.0891801791216207,1.1332389507195273,1.0325294350762582,1.0655823417073291,1.0991553948046882,1.1236709262180506,1.0300228405986351,1.0606404198811297,1.0918560482520345,1.1252172459640097,1.0313407856465027,1.062686736900478,1.093994589801695
2009-08-20,1.1383718442790105,1.0337552588728014,1.0680692917594337,1.102942061126772,1.1524468602893163,1.0369408402237135,1.0746625597715729,1.113166347347631,1.142715484493066,1.0344278114520702,1.0696841737347396,1.1057778594550742,1.1442567259566137,1.0356779570522097,1.0716422282838003,1.1078507223979162
2009-08-21,1.1266929806434092,1.031093886473704,1.062576756699351,1.0944449060251058,1.1405478215719986,1.0342080347376907,1.0690374881876217,1.104486752820739,1.1308982381928026,1.0316945043955965,1.0640724779829263,1.0971393040443185,1.13251096718829,1.033002286861212,1.0661174428652298,1.0993026532804642
2009-08-24,1.152364007159752,1.0369437845082037,1.0746497646193607,1.1131222962862104,1.166535593081096,1.0401765441472957,1.0813227726142776,1.1234431849086688,1.1566843660787465,1.0376587877420658,1.076317623817793,1.1159892872732027,1.1583170389611606,1.0388808800071592,1.0782556973495492,1.1180832267210938
2009-08-25,1.1467010437384024,1.03565331182037,1.071986489654756,1.109002111306947,1.1607572393853767,1.0388494523497995,1.0785911525273117,1.1192282421470474,1.1509232353366512,1.036322848253977,1.0735779908525525,1.1117757814143046,1.1526000131772498,1.0375785481805915,1.0755666126074275,1.1139226158562667
2009-08-26,1.1585526706378584,1.0383540534078015,1.077560274767363,1.1176249632481896,1.1727732583549157,1.0416091242308834,1.0842715245694166,1.1279931663531728,1.1628130497798246,1.0389993270126487,1.0791233837639127,1.1203898275150184,1.1644983336782804,1.0402889717569208,1.0811631576162395,1.1225817129848996
2009-08-27,1.1458815144641004,1.0354665579837867,1.071601067458529,1.108405848898944,1.159924725369083,1.0386547605021257,1.0781931536446598,1.1186178965150932,1.1501177926276165,1.0361415375773166,1.0732023334938496,1.1111922466030364,1.151766095761857,1.0373885827629346,1.0751743676390326,1.113315725842124
2009-08-28,1.151619792411557,1.0367741933003904,1.0742997626222288,1.1125808302376567,1.1657102816885767,1.0399499298096606,1.0808820984861964,1.1228025388664895,1.1558799955365493,1.0374386489630851,1.0758898169123452,1.1153669022914365,1.1575386977779534,1.0387035747905773,1.0778895934558397,1.1175167827507853
2009-08-31,1.1477557922507553,1.0358936672750059,1.072482534763632,1.1097695114566832,1.1617576978252016,1.0390650943638362,1.0790450616649745,1.1199436694823308,1.1519772680399123,1.0365601182428996,1.074069590238644,1.112539417074133,1.153641424748766,1.037815780525766,1.076056455416098,1.114680511388486
2009-09-01,1.1501605090832996,1.036440762848676,1.073612756907259,1.1115189166735862,1.164213973834095,1.0396149625393192,1.0801866615974218,1.1217202724649864,1.1544082796909994,1.0371073556348132,1.0752034106899053,1.1143006595673546,1.1560806670629171,1.0383714370888988,1.0772037878818324,1.1164556893320179
2009-09-02,1.1281889764709794,1.0314909771792355,1.063358137001994,1.0955938953826214,1.141988289408911,1.034639464468466,1.0698568616292925,1.1056446290526112,1.132384182597167,1.032149580361507,1.0649314024523524,1.0983444317725806,1.1340203115193193,1.033346113744953,1.0668273845315066,1.100401090590318
2009-09-03,1.122374415305437,1.0301810625711327,1.0606443474944238,1.0913794870392108,1.1360838511802342,1.0333176819553045,1.0671126642106836,1.1013740004546881,1.126501493423323,1.0308253466913424,1.0621877244075617,1.0940824850465105,1.128165542477317,1.032012404164342,1.0640735102803527,1.0961402359767598
2009-09-04,1.1139979302434786,1.0282939932231931,1.0567348491463502,1.0853081899062864,1.127623919072769,1.0314238201027288,1.0631807535103297,1.0952550054554424,1.1181049609906815,1.0289352296663987,1.0582715933649354,1.0879992851945195,1.1197577342006853,1.030097115214421,1.0601187775563892,1.0900213868080917
